,MiddleTeton21,NFTeton21,DeltaLake21,Gusher21,CloudveilDome21,QuadCreek21,S.Cascade21,WindCave21,SilverRun21,SFTeton21,Skillet21,Grizzly21,SAKBasin21,ASV_Code,Percent_ID,Taxa_ID
166,0,0,0,0,0,48,0,0,0,0,0,0,0,7f1e526c5100b06ce01a89f413b74e85,97.902,k_Eukaryota;p_Arthropoda;c_Insecta;o_Plecoptera;f_Perlodidae;g_Megarcys;s_Megarcys watertoni
174,0,0,0,0,0,42,0,0,0,0,0,0,0,6d05d09f422b12ff3a44a7c0fbbbf255,97.902,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_;s_Chironomidae sp. BOLD:ACI5524
228,0,0,0,0,0,0,0,0,7,0,0,0,0,3bba737af434e8601c2a355f43bf57f2,97.902,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Tokunagaia;s_Tokunagaia sp. BOLD-2016
118,0,0,0,0,121,0,0,0,0,0,0,0,0,a7247208212ec6710a4accca54d0f667,97.887,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_;s_Tanypodinae sp. BIOUG20434-C12
164,0,0,0,0,0,0,0,0,0,0,0,0,49,332f56345f145e3b033759fec66f0c18,97.887,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_;s_Chironomidae sp. BOLD-2016
195,0,0,0,0,0,26,0,0,0,0,0,0,0,55227cc012e61151b19b112b42f9a7ab,97.887,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_;s_Chironomidae sp. BIOUG09888-F09
204,0,0,0,0,0,0,0,0,0,0,0,21,0,5af98c45be2166f4a794743c6355dd4d,97.887,k_Eukaryota;p_Arthropoda;c_Insecta;o_Hemiptera;f_Saldidae;g_;s_Saldidae sp. BOLD:AAD6477
220,0,0,0,0,0,0,0,0,11,0,0,0,0,7ba39d9e79b4e8a0f67fd962232c542f,97.887,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_;s_Chironomidae sp. BIOUG25694-B02
157,0,0,0,0,0,0,0,0,0,56,0,0,49,bfdf7d1b29e5cba9ea2107360c533ece,97.857,k_Eukaryota;p_Arthropoda;c_Insecta;o_Plecoptera;f_Nemouridae;g_Zapada;s_Zapada sp. BOLD:ACI4043
103,0,0,0,161,0,0,0,0,0,0,13,0,0,bb2158ea08ba3017e9dab7079283c1f9,97.222,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_;s_Chironomidae sp. BIOUG26742-H03
8,61,0,0,2452,0,0,6,4104,0,990,0,0,180,b3d5014bb362387cd4c0ea7e528b7cd6,97.203,k_Eukaryota;p_Arthropoda;c_Insecta;o_Plecoptera;f_Nemouridae;g_Zapada;s_Zapada sp. BIOUG20783-C06
19,521,78,643,32,845,0,0,0,0,0,635,0,0,73c9cda8bf5d24fac325866fde593a40,97.203,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_;s_Orthocladiinae sp. BOLD-2016
46,0,0,0,0,0,0,0,0,365,0,0,1219,0,55de8332bfacab0881dbba5cc9868dfe,97.203,k_Eukaryota;p_Arthropoda;c_Insecta;o_Plecoptera;f_Perlodidae;g_Megarcys;s_Megarcys signata complex sp. A BG-2018
91,194,0,0,0,0,0,0,0,0,0,0,181,0,17bc31799e272b0610d4c978cf6853c1,97.203,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Orthocladius;s_Orthocladius sp. BOLD-2016
179,0,0,0,0,0,0,0,0,0,38,0,0,0,c3cd0768be8c0ce73792e61f47c841bd,97.203,k_Eukaryota;p_Arthropoda;c_Insecta;o_Plecoptera;f_Chloroperlidae;g_Sweltsa;s_Sweltsa sp. BIOUG22200-G07
3,7734,0,0,0,668,0,4784,0,0,0,0,0,0,5c5531cbec4b0e3f611d66f09b5ac593,97.183,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Chaetocladius;s_Chaetocladius holmgreni
158,0,0,0,0,0,0,0,0,80,56,0,0,0,083693cbc188c4077d5abfce62e2a151,97.183,k_Eukaryota;p_Arthropoda;c_Insecta;o_Plecoptera;f_Nemouridae;g_Zapada;s_Zapada sp. BIOUG26656-H07
17,65,1495,0,0,1001,36,169,0,0,0,138,708,0,f87b1877f6cc6ebf9c344cc780e5f7a0,97.143,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Diamesa;s_Diamesa zernyi
41,0,309,0,0,0,723,0,0,0,0,0,0,0,2ec509c97cb0873d50fb66eb7beca3e0,97.143,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Hydrobaenus;s_Hydrobaenus sp. BOLD:ACG3277
48,0,0,0,0,597,0,0,0,0,0,210,27,0,cbe630aef19b05de309072be46907469,96.528,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_;s_Chironomidae sp. BOLD-2016
70,0,0,0,0,0,0,0,0,0,0,356,0,0,8d4a3f2d62bdc1101b17b527535cd3cb,96.528,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_;s_Orthocladiinae sp. BOLD-2016
126,0,0,0,0,0,104,26,0,0,0,0,51,0,11b40c6b405ba5d31a01dc120f3ae437,96.528,k_Eukaryota;p_Arthropoda;c_Insecta;o_Plecoptera;f_Perlodidae;g_Megarcys;s_Megarcys signata complex sp. A BG-2018
153,0,0,0,0,0,0,0,0,0,64,0,0,0,f816297d783fdd140c580d4bbc4b5159,96.528,k_Eukaryota;p_Arthropoda;c_Insecta;o_Trichoptera;f_Apataniidae;g_Allomyia;s_Allomyia sp. DR 3
183,0,0,0,0,0,0,0,35,0,0,0,0,0,aafe0216d7034f977f170272a6dcbbcc,96.528,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Diamesa;s_Diamesa sp. BBDCN674-10
36,0,0,0,497,0,0,0,888,0,29,96,0,0,593cb674417a42ac6779afe36dd402fa,96.503,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Simuliidae;g_Helodon;s_Helodon onychodactylus complex sp. JMR-2009
61,0,0,0,0,0,81,0,0,413,56,0,0,100,c49ba6c73eb3e69d7e2011d79d7e9321,96.503,k_Eukaryota;p_Arthropoda;c_Insecta;o_Plecoptera;f_Nemouridae;g_Zapada;s_Zapada sp. BIOUG26656-H07
75,0,0,0,0,0,0,320,0,0,0,0,0,0,0aea33a176d40f491de14d7227dac76f,96.503,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Metriocnemus;s_Metriocnemus sp. 8ES
76,0,0,0,0,0,0,0,0,0,0,0,297,0,6ce6494d68a6ffdb0286258e6bd16b44,96.503,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Orthocladius;s_Orthocladius sp. BOLD:ACM1276
86,0,0,0,0,0,0,0,0,222,0,0,0,0,0d459a51a2b587e6697c746610b5caa6,96.503,k_Eukaryota;p_Arthropoda;c_Insecta;o_Plecoptera;f_Chloroperlidae;g_Sweltsa;s_Sweltsa sp. BOLD:AAG6639
127,0,0,0,0,0,0,0,0,98,0,0,0,0,aa2d4271136148fa8732c7187ab37ae6,96.503,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Micropsectra;s_Micropsectra sp. BOLD:ACI4103
136,0,0,0,0,0,0,84,0,0,0,0,0,0,9cecbda3c1c254aca898500e4d25a7ee,96.503,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_;s_Diamesinae sp. BIOUG22183-C10
162,0,0,0,0,51,0,0,0,0,0,0,0,0,a9b6409f93257d4d92164a3a7cef1046,96.503,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Diamesa;s_Diamesa sp. 4XL
176,0,0,0,0,0,0,0,0,40,0,0,0,0,b0ae46f6d6d6d0c82afee13e3b33d04a,96.503,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_;s_Orthocladiinae sp. BOLD-2016
178,0,0,0,0,0,38,0,0,0,0,0,0,0,23f57312186599f42ae3926cee618329,96.503,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_;s_Orthocladiinae sp. BIOUG26726-G01
212,0,0,0,0,0,0,0,16,0,0,0,0,0,d38976366f6d6e9fa5129103480bfec5,96.503,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Tokunagaia;s_Tokunagaia sp. BOLD-2016
222,0,0,0,0,10,0,0,0,0,0,0,0,0,419914f6a5fc1f1f823259e4ede3fe3b,96.503,k_Eukaryota;p_Arthropoda;c_Insecta;o_Plecoptera;f_Nemouridae;g_Lednia;s_Lednia tumana
239,0,4,0,0,0,0,0,0,0,0,0,0,0,a708fd43ac81a1d595a0007aa75c17cd,96.503,k_Eukaryota;p_Arthropoda;c_Insecta;o_Coleoptera;f_Scarabaeidae;g_Aphodius;s_Aphodius guttatus
30,0,0,0,1158,0,0,0,0,0,0,0,0,0,5b594152e4cae6d725ca19429af106c3,96.479,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_;s_Chironomidae sp. BIOUG22054-D09
104,0,0,0,0,0,0,0,0,0,159,0,0,0,a60eab01d5bb91613b474225b8b404e0,96.479,k_Eukaryota;p_Arthropoda;c_Insecta;o_Plecoptera;f_Chloroperlidae;g_Sweltsa;s_Sweltsa sp. BIOUG22200-G07
109,0,0,104,37,0,0,0,0,0,0,0,0,0,1119a02ff7539725d86fd43334370a96,96.479,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_;s_Orthocladiinae sp. BOLD-2016
171,0,0,0,0,0,0,0,0,43,0,0,0,0,5673f07ea103b9c88d17fc4e3eb2b37d,96.479,k_Eukaryota;p_Arthropoda;c_Insecta;o_Plecoptera;f_Perlodidae;g_Megarcys;s_Megarcys subtruncata
152,0,0,0,0,0,64,0,0,0,0,0,0,0,362f2ba45477a4afdf9d4e3efc35e525,96.454,k_Eukaryota;p_Arthropoda;c_Insecta;o_Plecoptera;f_Perlodidae;g_Megarcys;s_Megarcys signata complex sp. A BG-2018
117,0,0,0,17,0,0,0,0,0,0,125,0,0,5361253ae56ced15359a70d0fa3042c9,96.429,k_Eukaryota;p_Arthropoda;c_Insecta;o_Trichoptera;f_Hydropsychidae;g_Ceratopsyche;s_Ceratopsyche morosa
202,0,0,0,0,0,0,0,21,0,0,0,0,0,d8f7e0b7196a75af016626145420b019,96.403,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_;s_Orthocladiinae sp. BOLD-2016
142,0,0,0,0,0,0,0,76,0,0,63,0,0,3ca99f3e251c967de18bc41332e91000,95.862,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Limoniidae;g_;s_Limoniidae sp. BOLD:ACI7749
59,0,0,0,65,0,0,0,0,0,32,0,429,0,db45bfa4ae3cd6b78d3eb59ecfdade8d,95.833,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_;s_Orthocladiinae sp. BOLD-2016
175,0,0,0,0,0,41,0,0,0,0,0,0,21,e79c991b1397e49d8dbc6852c8736253,95.833,k_Eukaryota;p_Arthropoda;c_Insecta;o_Plecoptera;f_Perlodidae;g_Megarcys;s_Megarcys signata complex sp. A BG-2018
2,0,222,4178,1420,0,40,1116,10627,120,1851,0,0,5595,f425895ec952356a56ea66e4c1b469de,95.804,k_Eukaryota;p_Arthropoda;c_Insecta;o_Plecoptera;f_Perlodidae;g_Megarcys;s_Megarcys sp. WS-02-09
23,0,0,0,0,0,383,0,0,1631,0,0,0,0,2afb24c1478b2ffcd65c080836b9152b,95.804,k_Eukaryota;p_Arthropoda;c_Insecta;o_Plecoptera;f_Perlodidae;g_Megarcys;s_Megarcys subtruncata
81,0,0,0,0,0,0,0,0,251,0,0,0,0,9d313eb801209e1056bb768a1af4bdb2,95.804,k_Eukaryota;p_Arthropoda;c_Insecta;o_Plecoptera;f_Nemouridae;g_Zapada;s_Zapada sp. BIOUG26656-H07
190,0,0,0,0,0,31,0,0,0,0,0,0,0,6a4567ead989bdc5db24da1dd7fa85c7,95.804,k_Eukaryota;p_Arthropoda;c_Insecta;o_Plecoptera;f_Perlodidae;g_Megarcys;s_Megarcys subtruncata
217,0,0,0,6,0,0,0,0,0,0,13,0,0,9db6a9fdd833b491d702458415d0bce2,95.804,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_;s_Chironomidae sp. BIOUG27705-E01
134,0,0,0,0,0,0,0,0,85,68,0,0,0,19cec539d37a7e6e469e061bfbfabb7e,95.775,k_Eukaryota;p_Arthropoda;c_Insecta;o_Plecoptera;f_Nemouridae;g_Zapada;s_Zapada sp. BIOUG26656-H07
144,0,0,0,0,0,0,0,0,72,0,0,0,0,fb648f4948a0375bedd2b1d51518ee82,95.745,k_Eukaryota;p_Arthropoda;c_Insecta;o_Plecoptera;f_Chloroperlidae;g_Sweltsa;s_Sweltsa sp. BOLD:AAG6639
85,115,0,0,0,175,0,0,0,6,0,0,0,223,edf4cdb873661993a1a0e1db696aab51,95.652,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_;s_Chironomidae sp. BOLD:ACG4319
211,0,0,0,0,0,0,0,0,17,0,0,0,0,e7ebd8a267534a56cd21be4e5525886b,95.62,k_Eukaryota;p_Arthropoda;c_Insecta;o_Plecoptera;f_Chloroperlidae;g_Sweltsa;s_Sweltsa sp. BOLD:AAF3559
133,0,0,0,0,0,49,0,85,74,0,0,0,0,d2f509af9de8583115a092cef4067688,95.42,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Zavrelimyia;s_Zavrelimyia sp. BOLD-2016
44,0,0,79,46,0,0,39,425,0,229,0,0,70,af06486e6816a583a7ff4f58d2251c68,95.105,k_Eukaryota;p_Arthropoda;c_Insecta;o_Plecoptera;f_Perlodidae;g_Megarcys;s_Megarcys sp. WS-02-09
99,0,0,0,0,0,0,0,0,0,164,0,0,76,7bc167ffe05b98fe83c2f6e2dc54724f,95.105,k_Eukaryota;p_Arthropoda;c_Insecta;o_Plecoptera;f_Nemouridae;g_Zapada;s_Zapada sp. BIOUG26656-H07
137,0,0,0,0,0,0,0,0,0,81,0,0,0,364523d0c34b1ea7039c51c42ed36f2b,95.105,k_Eukaryota;p_Arthropoda;c_Insecta;o_Plecoptera;f_Chloroperlidae;g_Sweltsa;s_Sweltsa sp. 10BBEPT-0030
140,0,0,0,79,0,0,0,0,0,0,0,0,0,717aee3d051f497e7773f8006a3cd13b,95.105,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_;s_Chironomidae sp. I14-32-04
194,0,0,0,0,0,0,27,0,0,0,0,0,0,96ad31be9fc3c86b385c37bf7dcf5adb,95.105,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Diamesa;s_Diamesa cf. aberrata ATNA450-10
50,0,0,0,0,0,0,0,0,0,0,0,574,0,0b9b8749ff1f8626ba9fe89b4eacfa82,95.07,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Tachinidae;g_;s_Tachinidae sp. BOLD:ACE1883
124,106,0,0,0,0,0,0,0,0,0,0,0,0,09b1bbd50b15893877d0eca03a1632ec,95.035,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Diamesa;s_Diamesa sp. 1 MM-2015
130,0,0,0,0,0,0,0,0,0,0,0,89,0,3a25aabbc376cf7fe6692876e2a7807d,95,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_;s_Orthocladiinae sp. BOLD-2016
167,0,0,0,0,0,0,47,0,0,0,0,0,0,1d76510c5f2eae9a9605c3b280557314,95,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Culicidae;g_Anopheles;s_Anopheles lindesayi
78,91,0,0,0,277,0,0,0,0,0,0,0,0,2a7f13bd743ebb85a93123f9a8ef0014,94.891,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Simuliidae;g_Simulium;s_Simulium lineatum
182,0,0,0,4,0,0,0,36,0,0,0,0,0,39a2ea5eb57b4991b9abb5ac20246a56,94.444,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_;s_Chironomidae sp. BOLD:ACG2802
1,13441,0,96,279,5456,0,0,0,0,0,10427,29,0,53fab99c078cc851da56d4ab5359ac37,94.406,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Diamesa;s_Diamesa arctica
55,0,14,0,0,0,0,0,21,0,0,436,517,0,f2a20b6683eda3ff50d7d47f12547315,94.406,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Orthocladius;s_Orthocladius oliveri
161,0,0,0,0,52,0,0,16,7,0,0,0,0,7ac924c288331e998fc335eb32e3bfa1,94.406,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_;g_;s_Diptera sp. UAM Ento 231098
13,0,0,0,1918,0,0,0,0,0,0,1106,123,0,685ded58614e25da95eff7dbbad761e0,94.366,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Tokunagaia;s_Tokunagaia excellens
18,0,0,0,0,0,28,0,0,2326,0,0,0,0,d0644a5ba789ed6cd96e3c14d6d5a944,94.366,k_Eukaryota;p_Arthropoda;c_Insecta;o_Ephemeroptera;f_Baetidae;g_Baetis;s_Baetis molecularis
52,0,0,0,0,0,0,0,0,0,0,0,1062,0,6ad6344be2b28127210085e3ff8ff1f9,94.366,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Rheocricotopus;s_Rheocricotopus sp. BOLD:ACK3047
112,0,0,0,0,138,0,0,0,0,0,0,0,0,08b6346d74482cbe8f7dddd9b161317f,94.366,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Empididae;g_Anthepiscopus;s_Anthepiscopus sp. BOLD-2016
196,0,0,0,0,0,0,0,0,26,0,0,0,0,774f6c1c214b4eed58ea3042cb28b616,94.366,k_Eukaryota;p_Arthropoda;c_Insecta;o_Plecoptera;f_Chloroperlidae;g_Sweltsa;s_Sweltsa sp. BOLD:AAF3559
209,0,0,0,17,0,0,0,0,0,0,0,0,0,c09b6baa4f4292c635577e17b514375f,94.366,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Cricotopus;s_Cricotopus sp. BOLD:AAG0996
263,0,0,0,0,0,0,0,0,0,0,0,2,0,0b78e09bc92d317d0907d2a174586ca4,94.326,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_;s_Chironomidae sp. BIOUG23639-H07
38,670,0,0,0,135,0,0,0,14,0,87,356,90,e34530090f410c268b029eedccd4059b,94.286,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_;s_Orthocladiinae sp. BIOUG22067-G04
53,418,0,0,0,70,0,0,0,0,0,802,0,0,a3ce109f37879260dcf059099b124acc,94.286,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Diamesa;s_Diamesa arctica
115,0,0,0,0,0,0,132,0,0,0,0,0,0,3e80461a25c5412194472e0acf06dff7,94.245,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Limoniidae;g_Symplecta;s_Symplecta sp. BOLD:AAF9014
87,0,0,0,0,0,214,0,0,0,0,0,0,0,5055f303d935bd17197117928b0ab61c,94.203,k_Eukaryota;p_Arthropoda;c_Insecta;o_Plecoptera;f_Perlodidae;g_Megarcys;s_Megarcys signata complex sp. A BG-2018
198,0,0,0,0,0,22,0,0,0,0,0,0,0,b7029ad3b98d5f059041720edb83f1af,93.75,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_;s_Chironominae sp. BOLD-2016
229,0,0,0,0,0,0,0,0,0,0,0,7,0,fdbaf9fb713c32b81ce7acecd79adb55,93.75,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Simuliidae;g_Prosimulium;s_Prosimulium sp. BOLD-2016
110,0,140,0,0,0,0,0,0,0,0,0,0,0,1d30568702088f79a6c59c71a13e1230,93.706,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_;s_Chironomidae sp. BOLD:ACI5524
123,0,0,0,0,0,0,0,109,0,0,0,0,0,8e3f7e8076b81acac058704a47de1100,93.706,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Orthocladius;s_Orthocladius sp. BIOUG22016-E01
132,0,0,0,0,0,0,0,0,0,0,0,0,86,544b9138f8659b5abd8a8a86923e6a44,93.706,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Limnophyes;s_Limnophyes sp. BIOUG22071-A05
169,0,0,0,0,0,0,0,0,0,0,0,0,46,ee3fe15a6722870fa752a01eb1eb0952,93.706,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Boreoheptagyia;s_Boreoheptagyia brevitarsis
192,0,0,0,0,0,0,0,31,0,0,0,0,0,c376d8bfc6e270d94e3553c2c4af7cc2,93.706,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Psectrocladius;s_Psectrocladius sp. BIOUG25572-B03
259,0,0,0,0,0,0,0,0,0,2,0,0,0,1a7343b20071a089a7c9317ca3c4dc60,93.706,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Tipulidae;g_Tipula;s_Tipula sp. BIOUG02372-H07
185,0,0,0,0,33,0,0,0,0,0,0,0,0,147eccab07b415e1cf64c76a4cccd64e,93.662,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_;s_Chironomidae sp. BOLD:ACG2802
245,0,0,0,0,0,0,0,0,0,0,4,0,0,f67d71839fad783de171b6db9b482b8c,93.662,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Pseudodiamesa;s_Pseudodiamesa sp. 20280-A2
138,0,0,0,80,0,0,0,0,0,0,0,0,0,6071b0594ec5555a7ccb2772cf2238a4,93.617,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Pediciidae;g_Dicranota;s_Dicranota sp. CABIN4
146,0,0,0,0,0,0,0,70,0,0,0,0,0,8b5d06b1274cc3e6953555b56101f351,93.617,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Cricotopus;s_Cricotopus sp. BIOUG23893-G08
155,0,0,0,0,0,0,0,0,0,0,0,60,0,d6bc87ee746b23050bcce1d80c8bcbd9,93.617,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Cricotopus;s_Cricotopus tasmania
223,0,0,0,9,0,0,0,0,0,0,0,0,0,91d13825b1737a511ae7501985b7343d,93.617,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_;s_Chironomidae sp. BIOUG06410-A04
207,12,0,0,0,18,0,0,0,0,0,0,0,0,5d2ebbd567496977b47ad060ac0e5a6c,93.571,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_;s_Orthocladiinae sp. BIOUG22067-G04
238,0,4,0,0,0,0,0,0,0,0,0,0,0,e271e6fe20ebd17131f1378e7290653a,93.571,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_;s_Chironomidae sp. BOLD:ACH2666
215,0,0,0,0,0,15,0,0,0,0,0,0,0,e2a5b7e56334a9c0d2abb1f06b6d97ec,93.431,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Paraphaenocladius;s_Paraphaenocladius sp. BIOUG20458-F06
243,0,0,0,0,0,0,0,0,0,4,0,0,0,d7fde22b10439f4e7f742e3595c9f8d6,93.407,k_Eukaryota;p_Arthropoda;c_Insecta;o_Lepidoptera;f_Nymphalidae;g_Acraea;s_Acraea poggei
63,402,0,0,0,197,0,0,0,0,0,0,94,0,5fcc2c544087c435cbcfef6e182a3eb8,93.056,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Orthocladius;s_Orthocladius sp. BOLD:AAN2567
213,0,0,0,0,0,0,0,16,0,0,4,0,0,f9bd548d62481ee0494635a9097fde09,93.056,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Eukiefferiella;s_Eukiefferiella sp. BOLD:AAN4988
21,0,0,437,839,0,0,0,0,0,8,819,0,31,90188b30f0591917bde86ce71ef0bc7d,93.007,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Pagastia;s_Pagastia tianmumontana
67,0,0,0,0,0,0,0,0,0,380,0,0,0,f04b3547113b296387ec017fbe2ca86d,93.007,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_;s_Chironomidae sp. BOLD:ACG2978
111,10,0,102,0,0,0,0,0,0,0,38,0,0,40a579a741f8d00ea70b69d53e5c715a,93.007,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Bryophaenocladius;s_Bryophaenocladius subvernalis
249,0,0,0,0,0,0,0,0,3,0,0,0,0,069e5da7e0a5e7f00c0f42aa833d764a,92.958,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Gymnometriocnemus;s_Gymnometriocnemus sp. BOLD-2016
9,0,0,2318,0,0,0,0,1127,0,0,0,18,310,5d0657441f6968595abbeb921f6dbff9,92.857,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Tokunagaia;s_Tokunagaia parexcellens
14,2292,0,0,0,0,0,0,0,0,0,575,0,0,e80f02a0daa43a68b43489f5263420c3,92.857,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Shilovia;s_Shilovia xinhuawangi
150,0,65,0,0,0,0,0,0,0,0,0,0,0,b1152cb9d13e7be4b96350c3479e90b7,92.857,k_Eukaryota;p_Arthropoda;c_Insecta;o_Coleoptera;f_Staphylinidae;g_Eusphalerum;s_Eusphalerum sp. BOLD-2016
29,0,0,0,141,0,0,1065,0,0,0,0,0,0,a18de9ccbf1b3056e9a662916eb46bb3,92.308,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_Gymnometriocnemus;s_Gymnometriocnemus sp. BOLD:AAM6261
180,0,0,0,0,0,0,0,0,0,0,8,30,0,619ff565c0c68a41403be4d620fe773b,92.308,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Simuliidae;g_Prosimulium;s_Prosimulium sp. BOLD-2016
6,284,941,6593,419,0,2498,0,0,116,12,327,34,0,45d525781d945acbe508397ee3c7fbf2,92.254,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Chironomidae;g_;s_Chironomidae sp. LA_LSLRZ4_191
200,0,0,0,0,0,0,0,0,0,22,0,0,0,f6c9a7fdb470e3c19771393fa726e2df,92.254,k_Eukaryota;p_Arthropoda;c_Insecta;o_Diptera;f_Dolichopodidae;g_;s_Dolichopodidae sp. BOLD:ACW9494
