Plot Title: 20174692,,,,,,,
#,"Date Time, GMT-06:00","Temp, °C (LGR S/N: 20174692, SEN S/N: 20174692)",Coupler Detached (LGR S/N: 20174692),Coupler Attached (LGR S/N: 20174692),Host Connected (LGR S/N: 20174692),Stopped (LGR S/N: 20174692),End Of File (LGR S/N: 20174692)
2313,11/05/19/ 04:08:00 AM,-0.339,,,,,
2314,11/05/19/ 05:08:00 AM,-0.339,,,,,
2315,11/05/19/ 06:08:00 AM,-0.367,,,,,
2316,11/05/19/ 07:08:00 AM,-0.367,,,,,
2317,11/05/19/ 08:08:00 AM,-0.367,,,,,
2318,11/05/19/ 09:08:00 AM,-0.367,,,,,
2319,11/05/19/ 10:08:00 AM,-0.367,,,,,
2320,11/05/19/ 11:08:00 AM,-0.367,,,,,
2321,11/05/19/ 12:08:00 PM,-0.339,,,,,
2322,11/05/19/ 01:08:00 PM,-0.367,,,,,
2323,11/05/19/ 02:08:00 PM,-0.367,,,,,
2324,11/05/19/ 03:08:00 PM,-0.367,,,,,
2325,11/05/19/ 04:08:00 PM,-0.367,,,,,
2326,11/05/19/ 05:08:00 PM,-0.367,,,,,
2327,11/05/19/ 06:08:00 PM,-0.395,,,,,
2328,11/05/19/ 07:08:00 PM,-0.367,,,,,
2329,11/05/19/ 08:08:00 PM,-0.395,,,,,
2330,11/05/19/ 09:08:00 PM,-0.423,,,,,
2331,11/05/19/ 10:08:00 PM,-0.423,,,,,
2332,11/05/19/ 11:08:00 PM,-0.395,,,,,
2333,11/06/19/ 12:08:00 AM,-0.423,,,,,
2334,11/06/19/ 01:08:00 AM,-0.423,,,,,
2335,11/06/19/ 02:08:00 AM,-0.451,,,,,
2336,11/06/19/ 03:08:00 AM,-0.451,,,,,
2337,11/06/19/ 04:08:00 AM,-0.451,,,,,
2338,11/06/19/ 05:08:00 AM,-0.423,,,,,
2339,11/06/19/ 06:08:00 AM,-0.423,,,,,
2340,11/06/19/ 07:08:00 AM,-0.479,,,,,
2341,11/06/19/ 08:08:00 AM,-0.479,,,,,
2342,11/06/19/ 09:08:00 AM,-0.507,,,,,
2343,11/06/19/ 10:08:00 AM,-0.535,,,,,
2344,11/06/19/ 11:08:00 AM,-0.507,,,,,
2345,11/06/19/ 12:08:00 PM,-0.507,,,,,
2346,11/06/19/ 01:08:00 PM,-0.507,,,,,
2347,11/06/19/ 02:08:00 PM,-0.535,,,,,
2348,11/06/19/ 03:08:00 PM,-0.563,,,,,
2349,11/06/19/ 04:08:00 PM,-0.591,,,,,
2350,11/06/19/ 05:08:00 PM,-0.591,,,,,
2351,11/06/19/ 06:08:00 PM,-0.563,,,,,
2352,11/06/19/ 07:08:00 PM,-0.535,,,,,
2353,11/06/19/ 08:08:00 PM,-0.535,,,,,
2354,11/06/19/ 09:08:00 PM,-0.591,,,,,
2355,11/06/19/ 10:08:00 PM,-0.591,,,,,
2356,11/06/19/ 11:08:00 PM,-0.591,,,,,
2357,11/07/19/ 12:08:00 AM,-0.591,,,,,
2358,11/07/19/ 01:08:00 AM,-0.62,,,,,
2359,11/07/19/ 02:08:00 AM,-0.62,,,,,
2360,11/07/19/ 03:08:00 AM,-0.648,,,,,
2361,11/07/19/ 04:08:00 AM,-0.676,,,,,
2362,11/07/19/ 05:08:00 AM,-0.704,,,,,
2363,11/07/19/ 06:08:00 AM,-0.704,,,,,
2364,11/07/19/ 07:08:00 AM,-0.732,,,,,
2365,11/07/19/ 08:08:00 AM,-0.76,,,,,
2366,11/07/19/ 09:08:00 AM,-0.817,,,,,
2367,11/07/19/ 10:08:00 AM,-0.845,,,,,
2368,11/07/19/ 11:08:00 AM,-0.873,,,,,
2369,11/07/19/ 12:08:00 PM,-0.93,,,,,
2370,11/07/19/ 01:08:00 PM,-0.958,,,,,
2371,11/07/19/ 02:08:00 PM,-0.986,,,,,
2372,11/07/19/ 03:08:00 PM,-0.958,,,,,
2373,11/07/19/ 04:08:00 PM,-0.958,,,,,
2374,11/07/19/ 05:08:00 PM,-0.958,,,,,
2375,11/07/19/ 06:08:00 PM,-0.93,,,,,
2376,11/07/19/ 07:08:00 PM,-0.93,,,,,
2377,11/07/19/ 08:08:00 PM,-0.93,,,,,
2378,11/07/19/ 09:08:00 PM,-0.93,,,,,
2379,11/07/19/ 10:08:00 PM,-0.93,,,,,
2380,11/07/19/ 11:08:00 PM,-0.93,,,,,
2381,11/08/19/ 12:08:00 AM,-0.958,,,,,
2382,11/08/19/ 01:08:00 AM,-0.958,,,,,
2383,11/08/19/ 02:08:00 AM,-0.93,,,,,
2384,11/08/19/ 03:08:00 AM,-0.958,,,,,
2385,11/08/19/ 04:08:00 AM,-0.986,,,,,
2386,11/08/19/ 05:08:00 AM,-0.986,,,,,
2387,11/08/19/ 06:08:00 AM,-0.958,,,,,
2388,11/08/19/ 07:08:00 AM,-0.958,,,,,
2389,11/08/19/ 08:08:00 AM,-0.958,,,,,
2390,11/08/19/ 09:08:00 AM,-0.93,,,,,
2391,11/08/19/ 10:08:00 AM,-0.902,,,,,
2392,11/08/19/ 11:08:00 AM,-0.873,,,,,
2393,11/08/19/ 12:08:00 PM,-0.873,,,,,
2394,11/08/19/ 01:08:00 PM,-0.845,,,,,
2395,11/08/19/ 02:08:00 PM,-0.845,,,,,
2396,11/08/19/ 03:08:00 PM,-0.873,,,,,
2397,11/08/19/ 04:08:00 PM,-0.845,,,,,
2398,11/08/19/ 05:08:00 PM,-0.817,,,,,
2399,11/08/19/ 06:08:00 PM,-0.817,,,,,
2400,11/08/19/ 07:08:00 PM,-0.789,,,,,
2401,11/08/19/ 08:08:00 PM,-0.76,,,,,
2402,11/08/19/ 09:08:00 PM,-0.732,,,,,
2403,11/08/19/ 10:08:00 PM,-0.76,,,,,
2404,11/08/19/ 11:08:00 PM,-0.732,,,,,
2405,11/09/19/ 12:08:00 AM,-0.732,,,,,
2406,11/09/19/ 01:08:00 AM,-0.704,,,,,
2407,11/09/19/ 02:08:00 AM,-0.704,,,,,
2408,11/09/19/ 03:08:00 AM,-0.732,,,,,
2409,11/09/19/ 04:08:00 AM,-0.704,,,,,
2410,11/09/19/ 05:08:00 AM,-0.704,,,,,
2411,11/09/19/ 06:08:00 AM,-0.704,,,,,
2412,11/09/19/ 07:08:00 AM,-0.676,,,,,
2413,11/09/19/ 08:08:00 AM,-0.676,,,,,
2414,11/09/19/ 09:08:00 AM,-0.676,,,,,
2415,11/09/19/ 10:08:00 AM,-0.676,,,,,
2416,11/09/19/ 11:08:00 AM,-0.648,,,,,
2417,11/09/19/ 12:08:00 PM,-0.676,,,,,
2418,11/09/19/ 01:08:00 PM,-0.676,,,,,
2419,11/09/19/ 02:08:00 PM,-0.676,,,,,
2420,11/09/19/ 03:08:00 PM,-0.648,,,,,
2421,11/09/19/ 04:08:00 PM,-0.648,,,,,
2422,11/09/19/ 05:08:00 PM,-0.648,,,,,
2423,11/09/19/ 06:08:00 PM,-0.648,,,,,
2424,11/09/19/ 07:08:00 PM,-0.648,,,,,
2425,11/09/19/ 08:08:00 PM,-0.62,,,,,
2426,11/09/19/ 09:08:00 PM,-0.62,,,,,
2427,11/09/19/ 10:08:00 PM,-0.62,,,,,
2428,11/09/19/ 11:08:00 PM,-0.591,,,,,
2429,11/10/19/ 12:08:00 AM,-0.591,,,,,
2430,11/10/19/ 01:08:00 AM,-0.591,,,,,
2431,11/10/19/ 02:08:00 AM,-0.591,,,,,
2432,11/10/19/ 03:08:00 AM,-0.591,,,,,
2433,11/10/19/ 04:08:00 AM,-0.591,,,,,
2434,11/10/19/ 05:08:00 AM,-0.591,,,,,
2435,11/10/19/ 06:08:00 AM,-0.591,,,,,
2436,11/10/19/ 07:08:00 AM,-0.591,,,,,
2437,11/10/19/ 08:08:00 AM,-0.62,,,,,
2438,11/10/19/ 09:08:00 AM,-0.62,,,,,
2439,11/10/19/ 10:08:00 AM,-0.62,,,,,
2440,11/10/19/ 11:08:00 AM,-0.563,,,,,
2441,11/10/19/ 12:08:00 PM,-0.563,,,,,
2442,11/10/19/ 01:08:00 PM,-0.479,,,,,
2443,11/10/19/ 02:08:00 PM,-0.423,,,,,
2444,11/10/19/ 03:08:00 PM,-0.367,,,,,
2445,11/10/19/ 04:08:00 PM,-0.339,,,,,
2446,11/10/19/ 05:08:00 PM,-0.339,,,,,
2447,11/10/19/ 06:08:00 PM,-0.339,,,,,
2448,11/10/19/ 07:08:00 PM,-0.311,,,,,
2449,11/10/19/ 08:08:00 PM,-0.311,,,,,
2450,11/10/19/ 09:08:00 PM,-0.311,,,,,
2451,11/10/19/ 10:08:00 PM,-0.311,,,,,
2452,11/10/19/ 11:08:00 PM,-0.311,,,,,
2453,11/11/19/ 12:08:00 AM,-0.339,,,,,
2454,11/11/19/ 01:08:00 AM,-0.339,,,,,
2455,11/11/19/ 02:08:00 AM,-0.367,,,,,
2456,11/11/19/ 03:08:00 AM,-0.367,,,,,
2457,11/11/19/ 04:08:00 AM,-0.367,,,,,
2458,11/11/19/ 05:08:00 AM,-0.395,,,,,
2459,11/11/19/ 06:08:00 AM,-0.423,,,,,
2460,11/11/19/ 07:08:00 AM,-0.451,,,,,
2461,11/11/19/ 08:08:00 AM,-0.507,,,,,
2462,11/11/19/ 09:08:00 AM,-0.535,,,,,
2463,11/11/19/ 10:08:00 AM,-0.591,,,,,
2464,11/11/19/ 11:08:00 AM,-0.648,,,,,
2465,11/11/19/ 12:08:00 PM,-0.704,,,,,
2466,11/11/19/ 01:08:00 PM,-0.732,,,,,
2467,11/11/19/ 02:08:00 PM,-0.789,,,,,
2468,11/11/19/ 03:08:00 PM,-0.817,,,,,
2469,11/11/19/ 04:08:00 PM,-0.845,,,,,
2470,11/11/19/ 05:08:00 PM,-0.902,,,,,
2471,11/11/19/ 06:08:00 PM,-0.93,,,,,
2472,11/11/19/ 07:08:00 PM,-0.958,,,,,
2473,11/11/19/ 08:08:00 PM,-1.015,,,,,
2474,11/11/19/ 09:08:00 PM,-1.043,,,,,
2475,11/11/19/ 10:08:00 PM,-1.043,,,,,
2476,11/11/19/ 11:08:00 PM,-1.071,,,,,
2477,11/12/19/ 12:08:00 AM,-1.071,,,,,
2478,11/12/19/ 01:08:00 AM,-1.1,,,,,
2479,11/12/19/ 02:08:00 AM,-1.128,,,,,
2480,11/12/19/ 03:08:00 AM,-1.128,,,,,
2481,11/12/19/ 04:08:00 AM,-1.1,,,,,
2482,11/12/19/ 05:08:00 AM,-1.128,,,,,
2483,11/12/19/ 06:08:00 AM,-1.128,,,,,
2484,11/12/19/ 07:08:00 AM,-1.157,,,,,
2485,11/12/19/ 08:08:00 AM,-1.157,,,,,
2486,11/12/19/ 09:08:00 AM,-1.157,,,,,
2487,11/12/19/ 10:08:00 AM,-1.1,,,,,
2488,11/12/19/ 11:08:00 AM,-1.128,,,,,
2489,11/12/19/ 12:08:00 PM,-1.128,,,,,
2490,11/12/19/ 01:08:00 PM,-1.1,,,,,
2491,11/12/19/ 02:08:00 PM,-1.1,,,,,
2492,11/12/19/ 03:08:00 PM,-1.1,,,,,
2493,11/12/19/ 04:08:00 PM,-1.071,,,,,
2494,11/12/19/ 05:08:00 PM,-1.043,,,,,
2495,11/12/19/ 06:08:00 PM,-1.043,,,,,
2496,11/12/19/ 07:08:00 PM,-1.043,,,,,
2497,11/12/19/ 08:08:00 PM,-1.015,,,,,
2498,11/12/19/ 09:08:00 PM,-0.986,,,,,
2499,11/12/19/ 10:08:00 PM,-1.015,,,,,
2500,11/12/19/ 11:08:00 PM,-0.986,,,,,
2501,11/13/19/ 12:08:00 AM,-0.986,,,,,
2502,11/13/19/ 01:08:00 AM,-0.958,,,,,
2503,11/13/19/ 02:08:00 AM,-0.902,,,,,
2504,11/13/19/ 03:08:00 AM,-0.902,,,,,
2505,11/13/19/ 04:08:00 AM,-0.902,,,,,
2506,11/13/19/ 05:08:00 AM,-0.958,,,,,
2507,11/13/19/ 06:08:00 AM,-0.93,,,,,
2508,11/13/19/ 07:08:00 AM,-0.93,,,,,
2509,11/13/19/ 08:08:00 AM,-0.902,,,,,
2510,11/13/19/ 09:08:00 AM,-0.873,,,,,
2511,11/13/19/ 10:08:00 AM,-0.902,,,,,
2512,11/13/19/ 11:08:00 AM,-0.873,,,,,
2513,11/13/19/ 12:08:00 PM,-0.873,,,,,
2514,11/13/19/ 01:08:00 PM,-0.845,,,,,
2515,11/13/19/ 02:08:00 PM,-0.845,,,,,
2516,11/13/19/ 03:08:00 PM,-0.845,,,,,
2517,11/13/19/ 04:08:00 PM,-0.789,,,,,
2518,11/13/19/ 05:08:00 PM,-0.817,,,,,
2519,11/13/19/ 06:08:00 PM,-0.789,,,,,
2520,11/13/19/ 07:08:00 PM,-0.76,,,,,
2521,11/13/19/ 08:08:00 PM,-0.76,,,,,
2522,11/13/19/ 09:08:00 PM,-0.76,,,,,
2523,11/13/19/ 10:08:00 PM,-0.789,,,,,
2524,11/13/19/ 11:08:00 PM,-0.789,,,,,
2525,11/14/19/ 12:08:00 AM,-0.789,,,,,
2526,11/14/19/ 01:08:00 AM,-0.817,,,,,
2527,11/14/19/ 02:08:00 AM,-0.817,,,,,
2528,11/14/19/ 03:08:00 AM,-0.873,,,,,
2529,11/14/19/ 04:08:00 AM,-0.902,,,,,
2530,11/14/19/ 05:08:00 AM,-0.902,,,,,
2531,11/14/19/ 06:08:00 AM,-0.958,,,,,
2532,11/14/19/ 07:08:00 AM,-0.986,,,,,
2533,11/14/19/ 08:08:00 AM,-1.043,,,,,
2534,11/14/19/ 09:08:00 AM,-1.071,,,,,
2535,11/14/19/ 10:08:00 AM,-1.1,,,,,
2536,11/14/19/ 11:08:00 AM,-1.1,,,,,
2537,11/14/19/ 12:08:00 PM,-1.1,,,,,
2538,11/14/19/ 01:08:00 PM,-1.128,,,,,
2539,11/14/19/ 02:08:00 PM,-1.128,,,,,
2540,11/14/19/ 03:08:00 PM,-1.128,,,,,
2541,11/14/19/ 04:08:00 PM,-1.157,,,,,
2542,11/14/19/ 05:08:00 PM,-1.1,,,,,
2543,11/14/19/ 06:08:00 PM,-1.1,,,,,
2544,11/14/19/ 07:08:00 PM,-1.1,,,,,
2545,11/14/19/ 08:08:00 PM,-1.128,,,,,
2546,11/14/19/ 09:08:00 PM,-1.1,,,,,
2547,11/14/19/ 10:08:00 PM,-1.1,,,,,
2548,11/14/19/ 11:08:00 PM,-1.071,,,,,
2549,11/15/19/ 12:08:00 AM,-1.157,,,,,
2550,11/15/19/ 01:08:00 AM,-1.1,,,,,
2551,11/15/19/ 02:08:00 AM,-1.1,,,,,
2552,11/15/19/ 03:08:00 AM,-1.128,,,,,
2553,11/15/19/ 04:08:00 AM,-1.1,,,,,
2554,11/15/19/ 05:08:00 AM,-1.1,,,,,
2555,11/15/19/ 06:08:00 AM,-1.1,,,,,
2556,11/15/19/ 07:08:00 AM,-1.1,,,,,
2557,11/15/19/ 08:08:00 AM,-1.1,,,,,
2558,11/15/19/ 09:08:00 AM,-1.071,,,,,
2559,11/15/19/ 10:08:00 AM,-1.071,,,,,
2560,11/15/19/ 11:08:00 AM,-1.043,,,,,
2561,11/15/19/ 12:08:00 PM,-1.043,,,,,
2562,11/15/19/ 01:08:00 PM,-1.043,,,,,
2563,11/15/19/ 02:08:00 PM,-1.015,,,,,
2564,11/15/19/ 03:08:00 PM,-0.986,,,,,
2565,11/15/19/ 04:08:00 PM,-0.958,,,,,
2566,11/15/19/ 05:08:00 PM,-0.93,,,,,
2567,11/15/19/ 06:08:00 PM,-0.902,,,,,
2568,11/15/19/ 07:08:00 PM,-0.873,,,,,
2569,11/15/19/ 08:08:00 PM,-0.845,,,,,
2570,11/15/19/ 09:08:00 PM,-0.817,,,,,
2571,11/15/19/ 10:08:00 PM,-0.789,,,,,
2572,11/15/19/ 11:08:00 PM,-0.789,,,,,
2573,11/16/19/ 12:08:00 AM,-0.76,,,,,
2574,11/16/19/ 01:08:00 AM,-0.789,,,,,
2575,11/16/19/ 02:08:00 AM,-0.76,,,,,
2576,11/16/19/ 03:08:00 AM,-0.76,,,,,
2577,11/16/19/ 04:08:00 AM,-0.76,,,,,
2578,11/16/19/ 05:08:00 AM,-0.76,,,,,
2579,11/16/19/ 06:08:00 AM,-0.76,,,,,
2580,11/16/19/ 07:08:00 AM,-0.76,,,,,
2581,11/16/19/ 08:08:00 AM,-0.76,,,,,
2582,11/16/19/ 09:08:00 AM,-0.732,,,,,
2583,11/16/19/ 10:08:00 AM,-0.76,,,,,
2584,11/16/19/ 11:08:00 AM,-0.76,,,,,
2585,11/16/19/ 12:08:00 PM,-0.76,,,,,
2586,11/16/19/ 01:08:00 PM,-0.76,,,,,
2587,11/16/19/ 02:08:00 PM,-0.732,,,,,
2588,11/16/19/ 03:08:00 PM,-0.732,,,,,
2589,11/16/19/ 04:08:00 PM,-0.732,,,,,
2590,11/16/19/ 05:08:00 PM,-0.732,,,,,
2591,11/16/19/ 06:08:00 PM,-0.704,,,,,
2592,11/16/19/ 07:08:00 PM,-0.704,,,,,
2593,11/16/19/ 08:08:00 PM,-0.676,,,,,
2594,11/16/19/ 09:08:00 PM,-0.676,,,,,
2595,11/16/19/ 10:08:00 PM,-0.676,,,,,
2596,11/16/19/ 11:08:00 PM,-0.676,,,,,
2597,11/17/19/ 12:08:00 AM,-0.676,,,,,
2598,11/17/19/ 01:08:00 AM,-0.676,,,,,
2599,11/17/19/ 02:08:00 AM,-0.648,,,,,
2600,11/17/19/ 03:08:00 AM,-0.648,,,,,
2601,11/17/19/ 04:08:00 AM,-0.62,,,,,
2602,11/17/19/ 05:08:00 AM,-0.62,,,,,
2603,11/17/19/ 06:08:00 AM,-0.563,,,,,
2604,11/17/19/ 07:08:00 AM,-0.62,,,,,
2605,11/17/19/ 08:08:00 AM,-0.648,,,,,
2606,11/17/19/ 09:08:00 AM,-0.62,,,,,
2607,11/17/19/ 10:08:00 AM,-0.591,,,,,
2608,11/17/19/ 11:08:00 AM,-0.591,,,,,
2609,11/17/19/ 12:08:00 PM,-0.591,,,,,
2610,11/17/19/ 01:08:00 PM,-0.563,,,,,
2611,11/17/19/ 02:08:00 PM,-0.563,,,,,
2612,11/17/19/ 03:08:00 PM,-0.563,,,,,
2613,11/17/19/ 04:08:00 PM,-0.535,,,,,
2614,11/17/19/ 05:08:00 PM,-0.451,,,,,
2615,11/17/19/ 06:08:00 PM,-0.423,,,,,
2616,11/17/19/ 07:08:00 PM,-0.423,,,,,
2617,11/17/19/ 08:08:00 PM,-0.395,,,,,
2618,11/17/19/ 09:08:00 PM,-0.395,,,,,
2619,11/17/19/ 10:08:00 PM,-0.395,,,,,
2620,11/17/19/ 11:08:00 PM,-0.367,,,,,
2621,11/18/19/ 12:08:00 AM,-0.367,,,,,
2622,11/18/19/ 01:08:00 AM,-0.339,,,,,
2623,11/18/19/ 02:08:00 AM,-0.339,,,,,
2624,11/18/19/ 03:08:00 AM,-0.339,,,,,
2625,11/18/19/ 04:08:00 AM,-0.339,,,,,
2626,11/18/19/ 05:08:00 AM,-0.339,,,,,
2627,11/18/19/ 06:08:00 AM,-0.339,,,,,
2628,11/18/19/ 07:08:00 AM,-0.339,,,,,
2629,11/18/19/ 08:08:00 AM,-0.339,,,,,
2630,11/18/19/ 09:08:00 AM,-0.339,,,,,
2631,11/18/19/ 10:08:00 AM,-0.311,,,,,
2632,11/18/19/ 11:08:00 AM,-0.339,,,,,
2633,11/18/19/ 12:08:00 PM,-0.339,,,,,
2634,11/18/19/ 01:08:00 PM,-0.339,,,,,
2635,11/18/19/ 02:08:00 PM,-0.339,,,,,
2636,11/18/19/ 03:08:00 PM,-0.339,,,,,
2637,11/18/19/ 04:08:00 PM,-0.367,,,,,
2638,11/18/19/ 05:08:00 PM,-0.367,,,,,
2639,11/18/19/ 06:08:00 PM,-0.367,,,,,
2640,11/18/19/ 07:08:00 PM,-0.367,,,,,
2641,11/18/19/ 08:08:00 PM,-0.367,,,,,
2642,11/18/19/ 09:08:00 PM,-0.395,,,,,
2643,11/18/19/ 10:08:00 PM,-0.395,,,,,
2644,11/18/19/ 11:08:00 PM,-0.395,,,,,
2645,11/19/19/ 12:08:00 AM,-0.423,,,,,
2646,11/19/19/ 01:08:00 AM,-0.423,,,,,
2647,11/19/19/ 02:08:00 AM,-0.423,,,,,
2648,11/19/19/ 03:08:00 AM,-0.451,,,,,
2649,11/19/19/ 04:08:00 AM,-0.451,,,,,
2650,11/19/19/ 05:08:00 AM,-0.451,,,,,
2651,11/19/19/ 06:08:00 AM,-0.451,,,,,
2652,11/19/19/ 07:08:00 AM,-0.451,,,,,
2653,11/19/19/ 08:08:00 AM,-0.451,,,,,
2654,11/19/19/ 09:08:00 AM,-0.451,,,,,
2655,11/19/19/ 10:08:00 AM,-0.451,,,,,
2656,11/19/19/ 11:08:00 AM,-0.423,,,,,
2657,11/19/19/ 12:08:00 PM,-0.451,,,,,
2658,11/19/19/ 01:08:00 PM,-0.423,,,,,
2659,11/19/19/ 02:08:00 PM,-0.423,,,,,
2660,11/19/19/ 03:08:00 PM,-0.423,,,,,
2661,11/19/19/ 04:08:00 PM,-0.395,,,,,
2662,11/19/19/ 05:08:00 PM,-0.367,,,,,
2663,11/19/19/ 06:08:00 PM,-0.367,,,,,
2664,11/19/19/ 07:08:00 PM,-0.367,,,,,
2665,11/19/19/ 08:08:00 PM,-0.339,,,,,
2666,11/19/19/ 09:08:00 PM,-0.339,,,,,
2667,11/19/19/ 10:08:00 PM,-0.339,,,,,
2668,11/19/19/ 11:08:00 PM,-0.311,,,,,
2669,11/20/19/ 12:08:00 AM,-0.339,,,,,
2670,11/20/19/ 01:08:00 AM,-0.339,,,,,
2671,11/20/19/ 02:08:00 AM,-0.339,,,,,
2672,11/20/19/ 03:08:00 AM,-0.339,,,,,
2673,11/20/19/ 04:08:00 AM,-0.339,,,,,
2674,11/20/19/ 05:08:00 AM,-0.367,,,,,
2675,11/20/19/ 06:08:00 AM,-0.367,,,,,
2676,11/20/19/ 07:08:00 AM,-0.395,,,,,
2677,11/20/19/ 08:08:00 AM,-0.423,,,,,
2678,11/20/19/ 09:08:00 AM,-0.451,,,,,
2679,11/20/19/ 10:08:00 AM,-0.451,,,,,
2680,11/20/19/ 11:08:00 AM,-0.451,,,,,
2681,11/20/19/ 12:08:00 PM,-0.479,,,,,
2682,11/20/19/ 01:08:00 PM,-0.507,,,,,
2683,11/20/19/ 02:08:00 PM,-0.507,,,,,
2684,11/20/19/ 03:08:00 PM,-0.507,,,,,
2685,11/20/19/ 04:08:00 PM,-0.507,,,,,
2686,11/20/19/ 05:08:00 PM,-0.507,,,,,
2687,11/20/19/ 06:08:00 PM,-0.479,,,,,
2688,11/20/19/ 07:08:00 PM,-0.479,,,,,
2689,11/20/19/ 08:08:00 PM,-0.479,,,,,
2690,11/20/19/ 09:08:00 PM,-0.479,,,,,
2691,11/20/19/ 10:08:00 PM,-0.479,,,,,
2692,11/20/19/ 11:08:00 PM,-0.479,,,,,
2693,11/21/19/ 12:08:00 AM,-0.479,,,,,
2694,11/21/19/ 01:08:00 AM,-0.479,,,,,
2695,11/21/19/ 02:08:00 AM,-0.507,,,,,
2696,11/21/19/ 03:08:00 AM,-0.507,,,,,
2697,11/21/19/ 04:08:00 AM,-0.507,,,,,
2698,11/21/19/ 05:08:00 AM,-0.507,,,,,
2699,11/21/19/ 06:08:00 AM,-0.507,,,,,
2700,11/21/19/ 07:08:00 AM,-0.507,,,,,
2701,11/21/19/ 08:08:00 AM,-0.507,,,,,
2702,11/21/19/ 09:08:00 AM,-0.535,,,,,
2703,11/21/19/ 10:08:00 AM,-0.535,,,,,
2704,11/21/19/ 11:08:00 AM,-0.535,,,,,
2705,11/21/19/ 12:08:00 PM,-0.563,,,,,
2706,11/21/19/ 01:08:00 PM,-0.563,,,,,
2707,11/21/19/ 02:08:00 PM,-0.591,,,,,
2708,11/21/19/ 03:08:00 PM,-0.591,,,,,
2709,11/21/19/ 04:08:00 PM,-0.62,,,,,
2710,11/21/19/ 05:08:00 PM,-0.62,,,,,
2711,11/21/19/ 06:08:00 PM,-0.648,,,,,
2712,11/21/19/ 07:08:00 PM,-0.648,,,,,
2713,11/21/19/ 08:08:00 PM,-0.676,,,,,
2714,11/21/19/ 09:08:00 PM,-0.676,,,,,
2715,11/21/19/ 10:08:00 PM,-0.704,,,,,
2716,11/21/19/ 11:08:00 PM,-0.704,,,,,
2717,11/22/19/ 12:08:00 AM,-0.704,,,,,
2718,11/22/19/ 01:08:00 AM,-0.704,,,,,
2719,11/22/19/ 02:08:00 AM,-0.732,,,,,
2720,11/22/19/ 03:08:00 AM,-0.732,,,,,
2721,11/22/19/ 04:08:00 AM,-0.732,,,,,
2722,11/22/19/ 05:08:00 AM,-0.76,,,,,
2723,11/22/19/ 06:08:00 AM,-0.789,,,,,
2724,11/22/19/ 07:08:00 AM,-0.789,,,,,
2725,11/22/19/ 08:08:00 AM,-0.817,,,,,
2726,11/22/19/ 09:08:00 AM,-0.817,,,,,
2727,11/22/19/ 10:08:00 AM,-0.873,,,,,
2728,11/22/19/ 11:08:00 AM,-0.873,,,,,
2729,11/22/19/ 12:08:00 PM,-0.93,,,,,
2730,11/22/19/ 01:08:00 PM,-0.958,,,,,
2731,11/22/19/ 02:08:00 PM,-0.986,,,,,
2732,11/22/19/ 03:08:00 PM,-0.986,,,,,
2733,11/22/19/ 04:08:00 PM,-0.986,,,,,
2734,11/22/19/ 05:08:00 PM,-0.986,,,,,
2735,11/22/19/ 06:08:00 PM,-0.986,,,,,
2736,11/22/19/ 07:08:00 PM,-0.986,,,,,
2737,11/22/19/ 08:08:00 PM,-1.015,,,,,
2738,11/22/19/ 09:08:00 PM,-1.015,,,,,
2739,11/22/19/ 10:08:00 PM,-1.015,,,,,
2740,11/22/19/ 11:08:00 PM,-1.015,,,,,
2741,11/23/19/ 12:08:00 AM,-1.015,,,,,
2742,11/23/19/ 01:08:00 AM,-1.015,,,,,
2743,11/23/19/ 02:08:00 AM,-1.015,,,,,
2744,11/23/19/ 03:08:00 AM,-1.015,,,,,
2745,11/23/19/ 04:08:00 AM,-0.986,,,,,
2746,11/23/19/ 05:08:00 AM,-0.986,,,,,
2747,11/23/19/ 06:08:00 AM,-0.986,,,,,
2748,11/23/19/ 07:08:00 AM,-0.958,,,,,
2749,11/23/19/ 08:08:00 AM,-0.958,,,,,
2750,11/23/19/ 09:08:00 AM,-0.958,,,,,
2751,11/23/19/ 10:08:00 AM,-0.958,,,,,
2752,11/23/19/ 11:08:00 AM,-0.958,,,,,
2753,11/23/19/ 12:08:00 PM,-0.958,,,,,
2754,11/23/19/ 01:08:00 PM,-0.958,,,,,
2755,11/23/19/ 02:08:00 PM,-0.958,,,,,
2756,11/23/19/ 03:08:00 PM,-0.958,,,,,
2757,11/23/19/ 04:08:00 PM,-0.986,,,,,
2758,11/23/19/ 05:08:00 PM,-1.015,,,,,
2759,11/23/19/ 06:08:00 PM,-1.015,,,,,
2760,11/23/19/ 07:08:00 PM,-1.015,,,,,
2761,11/23/19/ 08:08:00 PM,-0.986,,,,,
2762,11/23/19/ 09:08:00 PM,-0.986,,,,,
2763,11/23/19/ 10:08:00 PM,-0.986,,,,,
2764,11/23/19/ 11:08:00 PM,-1.015,,,,,
2765,11/24/19/ 12:08:00 AM,-0.958,,,,,
2766,11/24/19/ 01:08:00 AM,-0.986,,,,,
2767,11/24/19/ 02:08:00 AM,-0.986,,,,,
2768,11/24/19/ 03:08:00 AM,-0.986,,,,,
2769,11/24/19/ 04:08:00 AM,-0.93,,,,,
2770,11/24/19/ 05:08:00 AM,-0.873,,,,,
2771,11/24/19/ 06:08:00 AM,-0.76,,,,,
2772,11/24/19/ 07:08:00 AM,-0.227,,,,,
2773,11/24/19/ 08:08:00 AM,-0.143,,,,,
