Plot Title: 20155965,,,,,,,
#,"Date Time, GMT-05:00","Temp, °C (LGR S/N: 20155965, SEN S/N: 20155965)",x1,x2,x3,x4,x6
1940,10/20/17 12:00:00 AM,1.044,,,,,
1941,10/20/17 12:00:00 AM,1.071,,,,,
1942,10/20/17 12:00:00 AM,1.044,,,,,
1943,10/20/17 12:00:00 AM,1.071,,,,,
1944,10/20/17 12:00:00 AM,1.017,,,,,
1945,10/20/17 12:00:00 AM,1.071,,,,,
1946,10/20/17 12:00:00 AM,1.071,,,,,
1947,10/20/17 12:00:00 AM,1.071,,,,,
1948,10/20/17 12:00:00 AM,1.044,,,,,
1949,10/20/17 12:00:00 AM,1.044,,,,,
1950,10/20/17 12:00:00 AM,1.017,,,,,
1951,10/20/17 12:00:00 AM,1.071,,,,,
1952,10/20/17 12:00:00 AM,1.071,,,,,
1953,10/20/17 12:00:00 AM,1.071,,,,,
1954,10/20/17 12:00:00 AM,1.044,,,,,
1955,10/20/17 12:00:00 AM,1.071,,,,,
1956,10/21/17 12:00:00 AM,1.071,,,,,
1957,10/21/17 12:00:00 AM,1.044,,,,,
1958,10/21/17 12:00:00 AM,1.044,,,,,
1959,10/21/17 12:00:00 AM,1.044,,,,,
1960,10/21/17 12:00:00 AM,1.044,,,,,
1961,10/21/17 12:00:00 AM,1.044,,,,,
1962,10/21/17 12:00:00 AM,1.044,,,,,
1963,10/21/17 12:00:00 AM,1.017,,,,,
1964,10/21/17 12:00:00 AM,1.044,,,,,
1965,10/21/17 12:00:00 AM,1.044,,,,,
1966,10/21/17 12:00:00 AM,1.071,,,,,
1967,10/21/17 12:00:00 AM,1.071,,,,,
1968,10/21/17 12:00:00 AM,1.044,,,,,
1969,10/21/17 12:00:00 AM,1.044,,,,,
1970,10/21/17 12:00:00 AM,1.071,,,,,
1971,10/21/17 12:00:00 AM,1.044,,,,,
1972,10/21/17 12:00:00 AM,1.071,,,,,
1973,10/21/17 12:00:00 AM,1.044,,,,,
1974,10/21/17 12:00:00 AM,1.044,,,,,
1975,10/21/17 12:00:00 AM,1.071,,,,,
1976,10/21/17 12:00:00 AM,1.044,,,,,
1977,10/21/17 12:00:00 AM,1.017,,,,,
1978,10/21/17 12:00:00 AM,1.071,,,,,
1979,10/21/17 12:00:00 AM,1.071,,,,,
1980,10/22/17 12:00:00 AM,1.044,,,,,
1981,10/22/17 12:00:00 AM,1.044,,,,,
1982,10/22/17 12:00:00 AM,1.044,,,,,
1983,10/22/17 12:00:00 AM,1.044,,,,,
1984,10/22/17 12:00:00 AM,1.044,,,,,
1985,10/22/17 12:00:00 AM,1.044,,,,,
1986,10/22/17 12:00:00 AM,1.017,,,,,
1987,10/22/17 12:00:00 AM,1.044,,,,,
1988,10/22/17 12:00:00 AM,1.044,,,,,
1989,10/22/17 12:00:00 AM,1.044,,,,,
1990,10/22/17 12:00:00 AM,1.017,,,,,
1991,10/22/17 12:00:00 AM,1.017,,,,,
1992,10/22/17 12:00:00 AM,1.017,,,,,
1993,10/22/17 12:00:00 AM,0.907,,,,,
1994,10/22/17 12:00:00 AM,1.017,,,,,
1995,10/22/17 12:00:00 AM,1.017,,,,,
1996,10/22/17 12:00:00 AM,1.017,,,,,
1997,10/22/17 12:00:00 AM,1.017,,,,,
1998,10/22/17 12:00:00 AM,0.989,,,,,
1999,10/22/17 12:00:00 AM,1.017,,,,,
2000,10/22/17 12:00:00 AM,0.962,,,,,
2001,10/22/17 12:00:00 AM,1.017,,,,,
2002,10/22/17 12:00:00 AM,0.989,,,,,
2003,10/22/17 12:00:00 AM,1.017,,,,,
2004,10/23/17 12:00:00 AM,0.989,,,,,
2005,10/23/17 12:00:00 AM,1.017,,,,,
2006,10/23/17 12:00:00 AM,1.017,,,,,
2007,10/23/17 12:00:00 AM,1.017,,,,,
2008,10/23/17 12:00:00 AM,1.017,,,,,
2009,10/23/17 12:00:00 AM,1.017,,,,,
2010,10/23/17 12:00:00 AM,0.989,,,,,
2011,10/23/17 12:00:00 AM,1.044,,,,,
2012,10/23/17 12:00:00 AM,1.044,,,,,
2013,10/23/17 12:00:00 AM,1.017,,,,,
2014,10/23/17 12:00:00 AM,1.044,,,,,
2015,10/23/17 12:00:00 AM,1.044,,,,,
2016,10/23/17 12:00:00 AM,1.017,,,,,
2017,10/23/17 12:00:00 AM,1.017,,,,,
2018,10/23/17 12:00:00 AM,1.017,,,,,
2019,10/23/17 12:00:00 AM,1.044,,,,,
2020,10/23/17 12:00:00 AM,1.017,,,,,
2021,10/23/17 12:00:00 AM,1.017,,,,,
2022,10/23/17 12:00:00 AM,1.044,,,,,
2023,10/23/17 12:00:00 AM,1.017,,,,,
2024,10/23/17 12:00:00 AM,1.044,,,,,
2025,10/23/17 12:00:00 AM,1.017,,,,,
2026,10/23/17 12:00:00 AM,1.017,,,,,
2027,10/23/17 12:00:00 AM,1.044,,,,,
2028,10/24/17 12:00:00 AM,1.017,,,,,
2029,10/24/17 12:00:00 AM,1.044,,,,,
2030,10/24/17 12:00:00 AM,1.044,,,,,
2031,10/24/17 12:00:00 AM,1.044,,,,,
2032,10/24/17 12:00:00 AM,1.044,,,,,
2033,10/24/17 12:00:00 AM,1.044,,,,,
2034,10/24/17 12:00:00 AM,1.044,,,,,
2035,10/24/17 12:00:00 AM,1.044,,,,,
2036,10/24/17 12:00:00 AM,1.044,,,,,
2037,10/24/17 12:00:00 AM,1.017,,,,,
2038,10/24/17 12:00:00 AM,1.017,,,,,
2039,10/24/17 12:00:00 AM,1.044,,,,,
2040,10/24/17 12:00:00 AM,1.044,,,,,
2041,10/24/17 12:00:00 AM,1.044,,,,,
2042,10/24/17 12:00:00 AM,1.044,,,,,
2043,10/24/17 12:00:00 AM,1.044,,,,,
2044,10/24/17 12:00:00 AM,1.044,,,,,
2045,10/24/17 12:00:00 AM,1.017,,,,,
2046,10/24/17 12:00:00 AM,1.044,,,,,
2047,10/24/17 12:00:00 AM,1.044,,,,,
2048,10/24/17 12:00:00 AM,1.044,,,,,
2049,10/24/17 12:00:00 AM,1.017,,,,,
2050,10/24/17 12:00:00 AM,1.044,,,,,
2051,10/24/17 12:00:00 AM,1.044,,,,,
2052,10/25/17 12:00:00 AM,1.044,,,,,
2053,10/25/17 12:00:00 AM,1.017,,,,,
2054,10/25/17 12:00:00 AM,1.044,,,,,
2055,10/25/17 12:00:00 AM,1.017,,,,,
2056,10/25/17 12:00:00 AM,1.044,,,,,
2057,10/25/17 12:00:00 AM,1.044,,,,,
2058,10/25/17 12:00:00 AM,1.044,,,,,
2059,10/25/17 12:00:00 AM,1.044,,,,,
2060,10/25/17 12:00:00 AM,1.017,,,,,
2061,10/25/17 12:00:00 AM,1.044,,,,,
2062,10/25/17 12:00:00 AM,1.044,,,,,
2063,10/25/17 12:00:00 AM,1.044,,,,,
2064,10/25/17 12:00:00 AM,1.017,,,,,
2065,10/25/17 12:00:00 AM,1.017,,,,,
2066,10/25/17 12:00:00 AM,1.044,,,,,
2067,10/25/17 12:00:00 AM,1.044,,,,,
2068,10/25/17 12:00:00 AM,1.044,,,,,
2069,10/25/17 12:00:00 AM,1.044,,,,,
2070,10/25/17 12:00:00 AM,1.044,,,,,
2071,10/25/17 12:00:00 AM,1.044,,,,,
2072,10/25/17 12:00:00 AM,1.017,,,,,
2073,10/25/17 12:00:00 AM,1.044,,,,,
2074,10/25/17 12:00:00 AM,1.044,,,,,
2075,10/25/17 12:00:00 AM,1.044,,,,,
2076,10/26/17 12:00:00 AM,1.044,,,,,
2077,10/26/17 12:00:00 AM,1.044,,,,,
2078,10/26/17 12:00:00 AM,1.044,,,,,
2079,10/26/17 12:00:00 AM,1.044,,,,,
2080,10/26/17 12:00:00 AM,1.044,,,,,
2081,10/26/17 12:00:00 AM,1.044,,,,,
2082,10/26/17 12:00:00 AM,1.044,,,,,
2083,10/26/17 12:00:00 AM,1.044,,,,,
2084,10/26/17 12:00:00 AM,1.044,,,,,
2085,10/26/17 12:00:00 AM,1.044,,,,,
2086,10/26/17 12:00:00 AM,1.017,,,,,
2087,10/26/17 12:00:00 AM,1.044,,,,,
2088,10/26/17 12:00:00 AM,1.044,,,,,
2089,10/26/17 12:00:00 AM,1.017,,,,,
2090,10/26/17 12:00:00 AM,1.044,,,,,
2091,10/26/17 12:00:00 AM,1.044,,,,,
2092,10/26/17 12:00:00 AM,1.044,,,,,
2093,10/26/17 12:00:00 AM,1.044,,,,,
2094,10/26/17 12:00:00 AM,1.044,,,,,
2095,10/26/17 12:00:00 AM,1.044,,,,,
2096,10/26/17 12:00:00 AM,1.044,,,,,
2097,10/26/17 12:00:00 AM,1.044,,,,,
2098,10/26/17 12:00:00 AM,1.044,,,,,
2099,10/26/17 12:00:00 AM,1.044,,,,,
2100,10/27/17 12:00:00 AM,1.044,,,,,
2101,10/27/17 12:00:00 AM,1.044,,,,,
2102,10/27/17 12:00:00 AM,1.044,,,,,
2103,10/27/17 12:00:00 AM,1.044,,,,,
2104,10/27/17 12:00:00 AM,1.044,,,,,
2105,10/27/17 12:00:00 AM,1.017,,,,,
2106,10/27/17 12:00:00 AM,1.044,,,,,
2107,10/27/17 12:00:00 AM,1.044,,,,,
2108,10/27/17 12:00:00 AM,1.044,,,,,
2109,10/27/17 12:00:00 AM,1.044,,,,,
2110,10/27/17 12:00:00 AM,1.044,,,,,
2111,10/27/17 12:00:00 AM,1.044,,,,,
2112,10/27/17 12:00:00 AM,1.044,,,,,
2113,10/27/17 12:00:00 AM,1.044,,,,,
2114,10/27/17 12:00:00 AM,1.044,,,,,
2115,10/27/17 12:00:00 AM,1.044,,,,,
2116,10/27/17 12:00:00 AM,1.044,,,,,
2117,10/27/17 12:00:00 AM,1.044,,,,,
2118,10/27/17 12:00:00 AM,1.044,,,,,
2119,10/27/17 12:00:00 AM,1.044,,,,,
2120,10/27/17 12:00:00 AM,1.044,,,,,
2121,10/27/17 12:00:00 AM,1.017,,,,,
2122,10/27/17 12:00:00 AM,1.044,,,,,
2123,10/27/17 12:00:00 AM,1.044,,,,,
2124,10/28/17 12:00:00 AM,1.044,,,,,
2125,10/28/17 12:00:00 AM,1.044,,,,,
2126,10/28/17 12:00:00 AM,1.044,,,,,
2127,10/28/17 12:00:00 AM,1.044,,,,,
2128,10/28/17 12:00:00 AM,1.044,,,,,
2129,10/28/17 12:00:00 AM,1.044,,,,,
2130,10/28/17 12:00:00 AM,1.044,,,,,
2131,10/28/17 12:00:00 AM,1.044,,,,,
2132,10/28/17 12:00:00 AM,1.044,,,,,
2133,10/28/17 12:00:00 AM,1.044,,,,,
2134,10/28/17 12:00:00 AM,1.044,,,,,
2135,10/28/17 12:00:00 AM,1.044,,,,,
2136,10/28/17 12:00:00 AM,1.044,,,,,
2137,10/28/17 12:00:00 AM,1.044,,,,,
2138,10/28/17 12:00:00 AM,1.044,,,,,
2139,10/28/17 12:00:00 AM,1.044,,,,,
2140,10/28/17 12:00:00 AM,1.044,,,,,
2141,10/28/17 12:00:00 AM,1.044,,,,,
2142,10/28/17 12:00:00 AM,1.044,,,,,
2143,10/28/17 12:00:00 AM,1.044,,,,,
2144,10/28/17 12:00:00 AM,1.044,,,,,
2145,10/28/17 12:00:00 AM,1.017,,,,,
2146,10/28/17 12:00:00 AM,1.044,,,,,
2147,10/28/17 12:00:00 AM,1.044,,,,,
2148,10/29/17 12:00:00 AM,1.044,,,,,
2149,10/29/17 12:00:00 AM,1.044,,,,,
2150,10/29/17 12:00:00 AM,1.044,,,,,
2151,10/29/17 12:00:00 AM,1.044,,,,,
2152,10/29/17 12:00:00 AM,1.044,,,,,
2153,10/29/17 12:00:00 AM,1.044,,,,,
2154,10/29/17 12:00:00 AM,1.044,,,,,
2155,10/29/17 12:00:00 AM,1.044,,,,,
2156,10/29/17 12:00:00 AM,1.044,,,,,
2157,10/29/17 12:00:00 AM,1.044,,,,,
2158,10/29/17 12:00:00 AM,1.044,,,,,
2159,10/29/17 12:00:00 AM,1.044,,,,,
2160,10/29/17 12:00:00 AM,1.044,,,,,
2161,10/29/17 12:00:00 AM,1.044,,,,,
2162,10/29/17 12:00:00 AM,1.017,,,,,
2163,10/29/17 12:00:00 AM,1.044,,,,,
2164,10/29/17 12:00:00 AM,1.044,,,,,
2165,10/29/17 12:00:00 AM,1.044,,,,,
2166,10/29/17 12:00:00 AM,1.017,,,,,
2167,10/29/17 12:00:00 AM,1.044,,,,,
2168,10/29/17 12:00:00 AM,1.044,,,,,
2169,10/29/17 12:00:00 AM,1.017,,,,,
2170,10/29/17 12:00:00 AM,1.017,,,,,
2171,10/29/17 12:00:00 AM,1.017,,,,,
2172,10/30/17 12:00:00 AM,1.017,,,,,
2173,10/30/17 12:00:00 AM,1.017,,,,,
2174,10/30/17 12:00:00 AM,1.017,,,,,
2175,10/30/17 12:00:00 AM,1.017,,,,,
2176,10/30/17 12:00:00 AM,1.017,,,,,
2177,10/30/17 12:00:00 AM,1.017,,,,,
2178,10/30/17 12:00:00 AM,1.017,,,,,
2179,10/30/17 12:00:00 AM,1.017,,,,,
2180,10/30/17 12:00:00 AM,1.017,,,,,
2181,10/30/17 12:00:00 AM,1.017,,,,,
2182,10/30/17 12:00:00 AM,1.017,,,,,
2183,10/30/17 12:00:00 AM,1.017,,,,,
2184,10/30/17 12:00:00 AM,1.017,,,,,
2185,10/30/17 12:00:00 AM,1.017,,,,,
2186,10/30/17 12:00:00 AM,1.017,,,,,
2187,10/30/17 12:00:00 AM,1.017,,,,,
2188,10/30/17 12:00:00 AM,1.017,,,,,
2189,10/30/17 12:00:00 AM,1.017,,,,,
2190,10/30/17 12:00:00 AM,1.017,,,,,
2191,10/30/17 12:00:00 AM,1.017,,,,,
2192,10/30/17 12:00:00 AM,1.017,,,,,
2193,10/30/17 12:00:00 AM,1.017,,,,,
2194,10/30/17 12:00:00 AM,1.017,,,,,
2195,10/30/17 12:00:00 AM,1.017,,,,,
2196,10/31/17 12:00:00 AM,1.017,,,,,
2197,10/31/17 12:00:00 AM,1.017,,,,,
2198,10/31/17 12:00:00 AM,1.017,,,,,
2199,10/31/17 12:00:00 AM,1.017,,,,,
2200,10/31/17 12:00:00 AM,1.017,,,,,
2201,10/31/17 12:00:00 AM,1.017,,,,,
2202,10/31/17 12:00:00 AM,1.017,,,,,
2203,10/31/17 12:00:00 AM,1.017,,,,,
2204,10/31/17 12:00:00 AM,1.017,,,,,
2205,10/31/17 12:00:00 AM,1.017,,,,,
2206,10/31/17 12:00:00 AM,1.017,,,,,
2207,10/31/17 12:00:00 AM,1.017,,,,,
2208,10/31/17 12:00:00 AM,1.017,,,,,
2209,10/31/17 12:00:00 AM,1.017,,,,,
2210,10/31/17 12:00:00 AM,1.017,,,,,
2211,10/31/17 12:00:00 AM,1.017,,,,,
2212,10/31/17 12:00:00 AM,1.017,,,,,
2213,10/31/17 12:00:00 AM,1.017,,,,,
2214,10/31/17 12:00:00 AM,1.017,,,,,
2215,10/31/17 12:00:00 AM,1.017,,,,,
2216,10/31/17 12:00:00 AM,1.017,,,,,
2217,10/31/17 12:00:00 AM,1.017,,,,,
2218,10/31/17 12:00:00 AM,1.017,,,,,
2219,10/31/17 12:00:00 AM,1.017,,,,,
2220,11/01/17 12:00:00 AM,1.017,,,,,
2221,11/01/17 12:00:00 AM,1.017,,,,,
2222,11/01/17 12:00:00 AM,1.017,,,,,
2223,11/01/17 12:00:00 AM,1.017,,,,,
2224,11/01/17 12:00:00 AM,1.017,,,,,
2225,11/01/17 12:00:00 AM,1.017,,,,,
2226,11/01/17 12:00:00 AM,1.017,,,,,
2227,11/01/17 12:00:00 AM,1.017,,,,,
2228,11/01/17 12:00:00 AM,1.017,,,,,
2229,11/01/17 12:00:00 AM,1.017,,,,,
2230,11/01/17 12:00:00 AM,1.017,,,,,
2231,11/01/17 12:00:00 AM,1.017,,,,,
2232,11/01/17 12:00:00 AM,1.017,,,,,
2233,11/01/17 12:00:00 AM,1.017,,,,,
2234,11/01/17 12:00:00 AM,1.017,,,,,
2235,11/01/17 12:00:00 AM,1.017,,,,,
2236,11/01/17 12:00:00 AM,1.017,,,,,
2237,11/01/17 12:00:00 AM,1.017,,,,,
2238,11/01/17 12:00:00 AM,1.017,,,,,
2239,11/01/17 12:00:00 AM,1.017,,,,,
2240,11/01/17 12:00:00 AM,1.017,,,,,
2241,11/01/17 12:00:00 AM,1.017,,,,,
2242,11/01/17 12:00:00 AM,1.017,,,,,
2243,11/01/17 12:00:00 AM,1.017,,,,,
2244,11/02/17 12:00:00 AM,1.017,,,,,
2245,11/02/17 12:00:00 AM,1.017,,,,,
2246,11/02/17 12:00:00 AM,1.017,,,,,
2247,11/02/17 12:00:00 AM,1.017,,,,,
2248,11/02/17 12:00:00 AM,1.017,,,,,
2249,11/02/17 12:00:00 AM,1.017,,,,,
2250,11/02/17 12:00:00 AM,1.017,,,,,
2251,11/02/17 12:00:00 AM,1.017,,,,,
2252,11/02/17 12:00:00 AM,1.017,,,,,
2253,11/02/17 12:00:00 AM,1.017,,,,,
2254,11/02/17 12:00:00 AM,1.017,,,,,
2255,11/02/17 12:00:00 AM,1.017,,,,,
2256,11/02/17 12:00:00 AM,1.017,,,,,
2257,11/02/17 12:00:00 AM,1.017,,,,,
2258,11/02/17 12:00:00 AM,1.017,,,,,
2259,11/02/17 12:00:00 AM,1.017,,,,,
2260,11/02/17 12:00:00 AM,1.017,,,,,
2261,11/02/17 12:00:00 AM,0.989,,,,,
2262,11/02/17 12:00:00 AM,0.989,,,,,
2263,11/02/17 12:00:00 AM,0.989,,,,,
2264,11/02/17 12:00:00 AM,0.989,,,,,
2265,11/02/17 12:00:00 AM,0.989,,,,,
2266,11/02/17 12:00:00 AM,0.989,,,,,
2267,11/02/17 12:00:00 AM,0.989,,,,,
2268,11/03/17 12:00:00 AM,0.989,,,,,
2269,11/03/17 12:00:00 AM,0.989,,,,,
2270,11/03/17 12:00:00 AM,0.989,,,,,
2271,11/03/17 12:00:00 AM,0.989,,,,,
2272,11/03/17 12:00:00 AM,0.989,,,,,
2273,11/03/17 12:00:00 AM,0.989,,,,,
2274,11/03/17 12:00:00 AM,0.989,,,,,
2275,11/03/17 12:00:00 AM,0.989,,,,,
2276,11/03/17 12:00:00 AM,0.989,,,,,
2277,11/03/17 12:00:00 AM,0.989,,,,,
2278,11/03/17 12:00:00 AM,0.989,,,,,
2279,11/03/17 12:00:00 AM,0.989,,,,,
2280,11/03/17 12:00:00 AM,0.989,,,,,
2281,11/03/17 12:00:00 AM,0.989,,,,,
2282,11/03/17 12:00:00 AM,0.989,,,,,
2283,11/03/17 12:00:00 AM,0.989,,,,,
2284,11/03/17 12:00:00 AM,0.989,,,,,
2285,11/03/17 12:00:00 AM,0.989,,,,,
2286,11/03/17 12:00:00 AM,0.989,,,,,
2287,11/03/17 12:00:00 AM,0.989,,,,,
2288,11/03/17 12:00:00 AM,0.989,,,,,
2289,11/03/17 12:00:00 AM,0.989,,,,,
2290,11/03/17 12:00:00 AM,0.989,,,,,
2291,11/03/17 12:00:00 AM,0.989,,,,,
2292,11/04/17 12:00:00 AM,0.989,,,,,
2293,11/04/17 12:00:00 AM,0.989,,,,,
2294,11/04/17 12:00:00 AM,0.989,,,,,
2295,11/04/17 12:00:00 AM,0.989,,,,,
2296,11/04/17 12:00:00 AM,0.989,,,,,
2297,11/04/17 12:00:00 AM,0.989,,,,,
2298,11/04/17 12:00:00 AM,0.989,,,,,
2299,11/04/17 12:00:00 AM,0.989,,,,,
2300,11/04/17 12:00:00 AM,0.989,,,,,
2301,11/04/17 12:00:00 AM,0.989,,,,,
2302,11/04/17 12:00:00 AM,0.989,,,,,
2303,11/04/17 12:00:00 AM,0.989,,,,,
2304,11/04/17 12:00:00 AM,0.989,,,,,
2305,11/04/17 12:00:00 AM,0.989,,,,,
2306,11/04/17 12:00:00 AM,0.962,,,,,
2307,11/04/17 12:00:00 AM,0.962,,,,,
2308,11/04/17 12:00:00 AM,0.962,,,,,
2309,11/04/17 12:00:00 AM,0.962,,,,,
2310,11/04/17 12:00:00 AM,0.962,,,,,
2311,11/04/17 12:00:00 AM,0.962,,,,,
2312,11/04/17 12:00:00 AM,0.962,,,,,
2313,11/04/17 12:00:00 AM,0.962,,,,,
2314,11/04/17 12:00:00 AM,0.962,,,,,
2315,11/04/17 12:00:00 AM,0.962,,,,,
2316,11/05/17 12:00:00 AM,0.962,,,,,
2317,11/05/17 12:00:00 AM,0.962,,,,,
2318,11/05/17 12:00:00 AM,0.962,,,,,
2319,11/05/17 12:00:00 AM,0.962,,,,,
2320,11/05/17 12:00:00 AM,0.962,,,,,
2321,11/05/17 12:00:00 AM,0.962,,,,,
2322,11/05/17 12:00:00 AM,0.962,,,,,
2323,11/05/17 12:00:00 AM,0.962,,,,,
2324,11/05/17 12:00:00 AM,0.962,,,,,
2325,11/05/17 12:00:00 AM,0.962,,,,,
2326,11/05/17 12:00:00 AM,0.962,,,,,
2327,11/05/17 12:00:00 AM,0.962,,,,,
2328,11/05/17 12:00:00 AM,0.962,,,,,
2329,11/05/17 12:00:00 AM,0.962,,,,,
2330,11/05/17 12:00:00 AM,0.962,,,,,
2331,11/05/17 12:00:00 AM,0.962,,,,,
2332,11/05/17 12:00:00 AM,0.962,,,,,
2333,11/05/17 12:00:00 AM,0.962,,,,,
2334,11/05/17 12:00:00 AM,0.962,,,,,
2335,11/05/17 12:00:00 AM,0.962,,,,,
2336,11/05/17 12:00:00 AM,0.962,,,,,
2337,11/05/17 12:00:00 AM,0.962,,,,,
2338,11/05/17 12:00:00 AM,0.962,,,,,
2339,11/05/17 12:00:00 AM,0.962,,,,,
2340,11/06/17 12:00:00 AM,0.962,,,,,
2341,11/06/17 12:00:00 AM,0.962,,,,,
2342,11/06/17 12:00:00 AM,0.962,,,,,
2343,11/06/17 12:00:00 AM,0.962,,,,,
2344,11/06/17 12:00:00 AM,0.962,,,,,
2345,11/06/17 12:00:00 AM,0.962,,,,,
2346,11/06/17 12:00:00 AM,0.962,,,,,
2347,11/06/17 12:00:00 AM,0.962,,,,,
2348,11/06/17 12:00:00 AM,0.962,,,,,
2349,11/06/17 12:00:00 AM,0.962,,,,,
2350,11/06/17 12:00:00 AM,0.962,,,,,
2351,11/06/17 12:00:00 AM,0.962,,,,,
2352,11/06/17 12:00:00 AM,0.962,,,,,
2353,11/06/17 12:00:00 AM,0.962,,,,,
2354,11/06/17 12:00:00 AM,0.962,,,,,
2355,11/06/17 12:00:00 AM,0.962,,,,,
2356,11/06/17 12:00:00 AM,0.962,,,,,
2357,11/06/17 12:00:00 AM,0.934,,,,,
2358,11/06/17 12:00:00 AM,0.962,,,,,
2359,11/06/17 12:00:00 AM,0.962,,,,,
2360,11/06/17 12:00:00 AM,0.962,,,,,
2361,11/06/17 12:00:00 AM,0.934,,,,,
2362,11/06/17 12:00:00 AM,0.934,,,,,
2363,11/06/17 12:00:00 AM,0.962,,,,,
2364,11/07/17 12:00:00 AM,0.934,,,,,
2365,11/07/17 12:00:00 AM,0.962,,,,,
2366,11/07/17 12:00:00 AM,0.962,,,,,
2367,11/07/17 12:00:00 AM,0.934,,,,,
2368,11/07/17 12:00:00 AM,0.934,,,,,
2369,11/07/17 12:00:00 AM,0.934,,,,,
2370,11/07/17 12:00:00 AM,0.934,,,,,
2371,11/07/17 12:00:00 AM,0.934,,,,,
2372,11/07/17 12:00:00 AM,0.934,,,,,
2373,11/07/17 12:00:00 AM,0.934,,,,,
2374,11/07/17 12:00:00 AM,0.934,,,,,
2375,11/07/17 12:00:00 AM,0.934,,,,,
2376,11/07/17 12:00:00 AM,0.934,,,,,
2377,11/07/17 12:00:00 AM,0.934,,,,,
2378,11/07/17 12:00:00 AM,0.934,,,,,
2379,11/07/17 12:00:00 AM,0.934,,,,,
2380,11/07/17 12:00:00 AM,0.934,,,,,
2381,11/07/17 12:00:00 AM,0.934,,,,,
2382,11/07/17 12:00:00 AM,0.934,,,,,
2383,11/07/17 12:00:00 AM,0.934,,,,,
2384,11/07/17 12:00:00 AM,0.934,,,,,
2385,11/07/17 12:00:00 AM,0.934,,,,,
2386,11/07/17 12:00:00 AM,0.934,,,,,
2387,11/07/17 12:00:00 AM,0.934,,,,,
2388,11/08/17 12:00:00 AM,0.934,,,,,
2389,11/08/17 12:00:00 AM,0.934,,,,,
2390,11/08/17 12:00:00 AM,0.934,,,,,
2391,11/08/17 12:00:00 AM,0.934,,,,,
2392,11/08/17 12:00:00 AM,0.907,,,,,
2393,11/08/17 12:00:00 AM,0.934,,,,,
2394,11/08/17 12:00:00 AM,0.934,,,,,
2395,11/08/17 12:00:00 AM,0.934,,,,,
2396,11/08/17 12:00:00 AM,0.934,,,,,
2397,11/08/17 12:00:00 AM,0.934,,,,,
2398,11/08/17 12:00:00 AM,0.934,,,,,
2399,11/08/17 12:00:00 AM,0.907,,,,,
2400,11/08/17 12:00:00 AM,0.934,,,,,
2401,11/08/17 12:00:00 AM,0.934,,,,,
2402,11/08/17 12:00:00 AM,0.934,,,,,
2403,11/08/17 12:00:00 AM,0.934,,,,,
2404,11/08/17 12:00:00 AM,0.934,,,,,
2405,11/08/17 12:00:00 AM,0.934,,,,,
2406,11/08/17 12:00:00 AM,0.934,,,,,
2407,11/08/17 12:00:00 AM,0.934,,,,,
2408,11/08/17 12:00:00 AM,0.934,,,,,
2409,11/08/17 12:00:00 AM,0.907,,,,,
2410,11/08/17 12:00:00 AM,0.934,,,,,
2411,11/08/17 12:00:00 AM,0.934,,,,,
2412,11/09/17 12:00:00 AM,0.934,,,,,
2413,11/09/17 12:00:00 AM,0.934,,,,,
2414,11/09/17 12:00:00 AM,0.934,,,,,
2415,11/09/17 12:00:00 AM,0.934,,,,,
2416,11/09/17 12:00:00 AM,0.907,,,,,
2417,11/09/17 12:00:00 AM,0.934,,,,,
2418,11/09/17 12:00:00 AM,0.934,,,,,
2419,11/09/17 12:00:00 AM,0.907,,,,,
2420,11/09/17 12:00:00 AM,0.907,,,,,
2421,11/09/17 12:00:00 AM,0.907,,,,,
2422,11/09/17 12:00:00 AM,0.907,,,,,
2423,11/09/17 12:00:00 AM,0.907,,,,,
2424,11/09/17 12:00:00 AM,0.907,,,,,
2425,11/09/17 12:00:00 AM,0.907,,,,,
2426,11/09/17 12:00:00 AM,0.907,,,,,
2427,11/09/17 12:00:00 AM,0.907,,,,,
2428,11/09/17 12:00:00 AM,0.907,,,,,
2429,11/09/17 12:00:00 AM,0.907,,,,,
2430,11/09/17 12:00:00 AM,0.907,,,,,
2431,11/09/17 12:00:00 AM,0.907,,,,,
2432,11/09/17 12:00:00 AM,0.907,,,,,
2433,11/09/17 12:00:00 AM,0.907,,,,,
2434,11/09/17 12:00:00 AM,0.907,,,,,
2435,11/09/17 12:00:00 AM,0.907,,,,,
2436,11/10/17 12:00:00 AM,0.907,,,,,
2437,11/10/17 12:00:00 AM,0.907,,,,,
2438,11/10/17 12:00:00 AM,0.907,,,,,
2439,11/10/17 12:00:00 AM,0.907,,,,,
2440,11/10/17 12:00:00 AM,0.907,,,,,
2441,11/10/17 12:00:00 AM,0.907,,,,,
2442,11/10/17 12:00:00 AM,0.907,,,,,
2443,11/10/17 12:00:00 AM,0.907,,,,,
2444,11/10/17 12:00:00 AM,0.907,,,,,
2445,11/10/17 12:00:00 AM,0.907,,,,,
2446,11/10/17 12:00:00 AM,0.907,,,,,
2447,11/10/17 12:00:00 AM,0.907,,,,,
2448,11/10/17 12:00:00 AM,0.907,,,,,
2449,11/10/17 12:00:00 AM,0.907,,,,,
2450,11/10/17 12:00:00 AM,0.907,,,,,
2451,11/10/17 12:00:00 AM,0.907,,,,,
2452,11/10/17 12:00:00 AM,0.907,,,,,
2453,11/10/17 12:00:00 AM,0.907,,,,,
2454,11/10/17 12:00:00 AM,0.907,,,,,
