"ï»¿""Plot Title: 10767838""",,,,,,,,
#,"Date Time, GMT-06:00","Temp, Â°F (LGR S/N: 10767838, SEN S/N: 10767838)",,Coupler Detached (LGR S/N: 10767838),Coupler Attached (LGR S/N: 10767838),Host Connected (LGR S/N: 10767838),Stopped (LGR S/N: 10767838),End Of File (LGR S/N: 10767838)
1577,10/7/15 11:10,43.95,6.64,,,,,
1578,10/7/15 12:10,43.58,6.43,,,,,
1579,10/7/15 13:10,43.95,6.64,,,,,
1580,10/7/15 14:10,42.71,5.95,,,,,
1581,10/7/15 15:10,42.85,6.03,,,,,
1582,10/7/15 16:10,43.21,6.23,,,,,
1583,10/7/15 17:10,42.85,6.03,,,,,
1584,10/7/15 18:10,42.29,5.72,,,,,
1585,10/7/15 19:10,41.23,5.13,,,,,
1586,10/7/15 20:10,40.16,4.53,,,,,
1587,10/7/15 21:10,39.12,3.96,,,,,
1588,10/7/15 22:10,38.65,3.70,,,,,
1589,10/7/15 23:10,38.56,3.64,,,,,
1590,10/8/15 0:10,38.51,3.62,,,,,
1591,10/8/15 1:10,38.51,3.62,,,,,
1592,10/8/15 2:10,38.51,3.62,,,,,
1593,10/8/15 3:10,38.51,3.62,,,,,
1594,10/8/15 4:10,38.42,3.56,,,,,
1595,10/8/15 5:10,38.18,3.43,,,,,
1596,10/8/15 6:10,37.89,3.27,,,,,
1597,10/8/15 7:10,37.75,3.20,,,,,
1598,10/8/15 8:10,37.85,3.25,,,,,
1599,10/8/15 9:10,38.37,3.54,,,,,
1600,10/8/15 10:10,42.66,5.92,,,,,
1601,10/8/15 11:10,44.08,6.71,,,,,
1602,10/8/15 12:10,43.58,6.43,,,,,
1603,10/8/15 13:10,43.21,6.23,,,,,
1604,10/8/15 14:10,43.53,6.41,,,,,
1605,10/8/15 15:10,43.58,6.43,,,,,
1606,10/8/15 16:10,43.08,6.15,,,,,
1607,10/8/15 17:10,42.06,5.59,,,,,
1608,10/8/15 18:10,40.95,4.97,,,,,
1609,10/8/15 19:10,39.64,4.25,,,,,
1610,10/8/15 20:10,38.89,3.83,,,,,
1611,10/8/15 21:10,38.65,3.70,,,,,
1612,10/8/15 22:10,38.23,3.46,,,,,
1613,10/8/15 23:10,37.80,3.22,,,,,
1614,10/9/15 0:10,37.42,3.01,,,,,
1615,10/9/15 1:10,37.13,2.85,,,,,
1616,10/9/15 2:10,36.84,2.69,,,,,
1617,10/9/15 3:10,36.46,2.48,,,,,
1618,10/9/15 4:10,36.46,2.48,,,,,
1619,10/9/15 5:10,36.55,2.53,,,,,
1620,10/9/15 6:10,36.46,2.48,,,,,
1621,10/9/15 7:10,36.36,2.42,,,,,
1622,10/9/15 8:10,36.65,2.58,,,,,
1623,10/9/15 9:10,37.89,3.27,,,,,
1624,10/9/15 10:10,41.23,5.13,,,,,
1625,10/9/15 11:10,43.62,6.46,,,,,
1626,10/9/15 12:10,45.76,7.65,,,,,
1627,10/9/15 13:10,44.76,7.09,,,,,
1628,10/9/15 14:10,44.04,6.69,,,,,
1629,10/9/15 15:10,43.44,6.36,,,,,
1630,10/9/15 16:10,42.98,6.10,,,,,
1631,10/9/15 17:10,42.16,5.64,,,,,
1632,10/9/15 18:10,41.37,5.21,,,,,
1633,10/9/15 19:10,40.44,4.69,,,,,
1634,10/9/15 20:10,39.69,4.27,,,,,
1635,10/9/15 21:10,39.08,3.93,,,,,
1636,10/9/15 22:10,38.70,3.72,,,,,
1637,10/9/15 23:10,38.42,3.56,,,,,
1638,10/10/15 0:10,38.27,3.49,,,,,
1639,10/10/15 1:10,37.89,3.27,,,,,
1640,10/10/15 2:10,37.85,3.25,,,,,
1641,10/10/15 3:10,37.89,3.27,,,,,
1642,10/10/15 4:10,37.99,3.33,,,,,
1643,10/10/15 5:10,37.99,3.33,,,,,
1644,10/10/15 6:10,37.99,3.33,,,,,
1645,10/10/15 7:10,37.99,3.33,,,,,
1646,10/10/15 8:10,38.18,3.43,,,,,
1647,10/10/15 9:10,40.25,4.58,,,,,
1648,10/10/15 10:10,43.62,6.46,,,,,
1649,10/10/15 11:10,46.12,7.85,,,,,
1650,10/10/15 12:10,47.47,8.59,,,,,
1651,10/10/15 13:10,44.95,7.19,,,,,
1652,10/10/15 14:10,43.90,6.61,,,,,
1653,10/10/15 15:10,43.17,6.20,,,,,
1654,10/10/15 16:10,42.66,5.92,,,,,
1655,10/10/15 17:10,41.69,5.39,,,,,
1656,10/10/15 18:10,40.58,4.77,,,,,
1657,10/10/15 19:10,39.78,4.32,,,,,
1658,10/10/15 20:10,39.36,4.09,,,,,
1659,10/10/15 21:10,39.08,3.93,,,,,
1660,10/10/15 22:10,38.89,3.83,,,,,
1661,10/10/15 23:10,38.75,3.75,,,,,
1662,10/11/15 0:10,38.51,3.62,,,,,
1663,10/11/15 1:10,38.37,3.54,,,,,
1664,10/11/15 2:10,38.13,3.41,,,,,
1665,10/11/15 3:10,37.61,3.12,,,,,
1666,10/11/15 4:10,37.23,2.90,,,,,
1667,10/11/15 5:10,37.08,2.82,,,,,
1668,10/11/15 6:10,36.80,2.66,,,,,
1669,10/11/15 7:10,36.60,2.56,,,,,
1670,10/11/15 8:10,36.41,2.45,,,,,
1671,10/11/15 9:10,37.99,3.33,,,,,
1672,10/11/15 10:10,41.83,5.46,,,,,
1673,10/11/15 11:10,40.81,4.90,,,,,
1674,10/11/15 12:10,43.53,6.41,,,,,
1675,10/11/15 13:10,41.23,5.13,,,,,
1676,10/11/15 14:10,39.17,3.99,,,,,
1677,10/11/15 15:10,37.94,3.30,,,,,
1678,10/11/15 16:10,37.23,2.90,,,,,
1679,10/11/15 17:10,36.94,2.74,,,,,
1680,10/11/15 18:10,36.22,2.34,,,,,
1681,10/11/15 19:10,35.15,1.75,,,,,
1682,10/11/15 20:10,34.32,1.29,,,,,
1683,10/11/15 21:10,33.58,0.88,,,,,
1684,10/11/15 22:10,33.09,0.61,,,,,
1685,10/11/15 23:10,32.74,0.41,,,,,
1686,10/12/15 0:10,32.49,0.27,,,,,
1687,10/12/15 1:10,32.19,0.11,,,,,
1688,10/12/15 2:10,32.04,0.02,,,,,
1689,10/12/15 3:10,31.94,-0.03,,,,,
1690,10/12/15 4:10,31.99,0.00,,,,,
1691,10/12/15 5:10,31.99,0.00,,,,,
1692,10/12/15 6:10,31.99,0.00,,,,,
1693,10/12/15 7:10,31.99,0.00,,,,,
1694,10/12/15 8:10,31.99,0.00,,,,,
1695,10/12/15 9:10,32.04,0.02,,,,,
1696,10/12/15 10:10,37.08,2.82,,,,,
1697,10/12/15 11:10,40.91,4.95,,,,,
1698,10/12/15 12:10,42.89,6.05,,,,,
1699,10/12/15 13:10,40.76,4.87,,,,,
1700,10/12/15 14:10,40.81,4.90,,,,,
1701,10/12/15 15:10,40.53,4.74,,,,,
1702,10/12/15 16:10,40.25,4.58,,,,,
1703,10/12/15 17:10,39.60,4.22,,,,,
1704,10/12/15 18:10,38.61,3.67,,,,,
1705,10/12/15 19:10,37.85,3.25,,,,,
1706,10/12/15 20:10,37.18,2.88,,,,,
1707,10/12/15 21:10,36.65,2.58,,,,,
1708,10/12/15 22:10,36.22,2.34,,,,,
1709,10/12/15 23:10,35.83,2.13,,,,,
1710,10/13/15 0:10,35.59,1.99,,,,,
1711,10/13/15 1:10,35.30,1.83,,,,,
1712,10/13/15 2:10,35.10,1.72,,,,,
1713,10/13/15 3:10,34.91,1.62,,,,,
1714,10/13/15 4:10,34.71,1.51,,,,,
1715,10/13/15 5:10,34.52,1.40,,,,,
1716,10/13/15 6:10,34.32,1.29,,,,,
1717,10/13/15 7:10,34.17,1.21,,,,,
1718,10/13/15 8:10,34.17,1.21,,,,,
1719,10/13/15 9:10,35.10,1.72,,,,,
1720,10/13/15 10:10,39.45,4.14,,,,,
1721,10/13/15 11:10,42.29,5.72,,,,,
1722,10/13/15 12:10,43.81,6.56,,,,,
1723,10/13/15 13:10,41.79,5.44,,,,,
1724,10/13/15 14:10,41.46,5.26,,,,,
1725,10/13/15 15:10,41.18,5.10,,,,,
1726,10/13/15 16:10,41.00,5.00,,,,,
1727,10/13/15 17:10,40.44,4.69,,,,,
1728,10/13/15 18:10,39.69,4.27,,,,,
1729,10/13/15 19:10,38.89,3.83,,,,,
1730,10/13/15 20:10,38.32,3.51,,,,,
1731,10/13/15 21:10,37.94,3.30,,,,,
1732,10/13/15 22:10,37.61,3.12,,,,,
1733,10/13/15 23:10,37.37,2.98,,,,,
1734,10/14/15 0:10,37.13,2.85,,,,,
1735,10/14/15 1:10,36.84,2.69,,,,,
1736,10/14/15 2:10,36.55,2.53,,,,,
1737,10/14/15 3:10,36.31,2.40,,,,,
1738,10/14/15 4:10,36.12,2.29,,,,,
1739,10/14/15 5:10,35.93,2.18,,,,,
1740,10/14/15 6:10,35.73,2.07,,,,,
1741,10/14/15 7:10,35.54,1.97,,,,,
1742,10/14/15 8:10,35.49,1.94,,,,,
1743,10/14/15 9:10,36.07,2.26,,,,,
1744,10/14/15 10:10,40.44,4.69,,,,,
1745,10/14/15 11:10,42.71,5.95,,,,,
1746,10/14/15 12:10,44.13,6.74,,,,,
1747,10/14/15 13:10,42.02,5.57,,,,,
1748,10/14/15 14:10,41.74,5.41,,,,,
1749,10/14/15 15:10,41.46,5.26,,,,,
1750,10/14/15 16:10,41.28,5.15,,,,,
1751,10/14/15 17:10,40.72,4.84,,,,,
1752,10/14/15 18:10,39.88,4.38,,,,,
1753,10/14/15 19:10,39.03,3.91,,,,,
1754,10/14/15 20:10,38.23,3.46,,,,,
1755,10/14/15 21:10,37.37,2.98,,,,,
1756,10/14/15 22:10,36.75,2.64,,,,,
1757,10/14/15 23:10,36.17,2.32,,,,,
1758,10/15/15 0:10,35.93,2.18,,,,,
1759,10/15/15 1:10,35.64,2.02,,,,,
1760,10/15/15 2:10,35.35,1.86,,,,,
1761,10/15/15 3:10,35.20,1.78,,,,,
1762,10/15/15 4:10,35.01,1.67,,,,,
1763,10/15/15 5:10,34.76,1.53,,,,,
1764,10/15/15 6:10,34.52,1.40,,,,,
1765,10/15/15 7:10,34.32,1.29,,,,,
1766,10/15/15 8:10,34.32,1.29,,,,,
1767,10/15/15 9:10,34.81,1.56,,,,,
1768,10/15/15 10:10,39.55,4.19,,,,,
1769,10/15/15 11:10,42.16,5.64,,,,,
1770,10/15/15 12:10,44.13,6.74,,,,,
1771,10/15/15 13:10,42.76,5.98,,,,,
1772,10/15/15 14:10,42.71,5.95,,,,,
1773,10/15/15 15:10,42.39,5.77,,,,,
1774,10/15/15 16:10,42.02,5.57,,,,,
1775,10/15/15 17:10,41.51,5.28,,,,,
1776,10/15/15 18:10,40.53,4.74,,,,,
1777,10/15/15 19:10,39.50,4.17,,,,,
1778,10/15/15 20:10,38.70,3.72,,,,,
1779,10/15/15 21:10,38.08,3.38,,,,,
1780,10/15/15 22:10,37.56,3.09,,,,,
1781,10/15/15 23:10,37.13,2.85,,,,,
1782,10/16/15 0:10,36.65,2.58,,,,,
1783,10/16/15 1:10,36.27,2.37,,,,,
1784,10/16/15 2:10,35.88,2.16,,,,,
1785,10/16/15 3:10,35.49,1.94,,,,,
1786,10/16/15 4:10,35.15,1.75,,,,,
1787,10/16/15 5:10,34.81,1.56,,,,,
1788,10/16/15 6:10,34.57,1.43,,,,,
1789,10/16/15 7:10,34.37,1.32,,,,,
1790,10/16/15 8:10,34.17,1.21,,,,,
1791,10/16/15 9:10,34.47,1.37,,,,,
1792,10/16/15 10:10,39.03,3.91,,,,,
1793,10/16/15 11:10,41.74,5.41,,,,,
1794,10/16/15 12:10,43.67,6.48,,,,,
1795,10/16/15 13:10,42.89,6.05,,,,,
1796,10/16/15 14:10,43.08,6.15,,,,,
1797,10/16/15 15:10,42.66,5.92,,,,,
1798,10/16/15 16:10,42.25,5.69,,,,,
1799,10/16/15 17:10,41.60,5.33,,,,,
1800,10/16/15 18:10,40.67,4.82,,,,,
1801,10/16/15 19:10,39.60,4.22,,,,,
1802,10/16/15 20:10,38.70,3.72,,,,,
1803,10/16/15 21:10,38.04,3.35,,,,,
1804,10/16/15 22:10,37.56,3.09,,,,,
1805,10/16/15 23:10,37.04,2.80,,,,,
1806,10/17/15 0:10,36.60,2.56,,,,,
1807,10/17/15 1:10,36.36,2.42,,,,,
1808,10/17/15 2:10,36.17,2.32,,,,,
1809,10/17/15 3:10,35.93,2.18,,,,,
1810,10/17/15 4:10,35.59,1.99,,,,,
1811,10/17/15 5:10,35.30,1.83,,,,,
1812,10/17/15 6:10,35.01,1.67,,,,,
1813,10/17/15 7:10,34.81,1.56,,,,,
1814,10/17/15 8:10,34.76,1.53,,,,,
1815,10/17/15 9:10,35.10,1.72,,,,,
1816,10/17/15 10:10,39.50,4.17,,,,,
1817,10/17/15 11:10,41.93,5.51,,,,,
1818,10/17/15 12:10,43.40,6.33,,,,,
1819,10/17/15 13:10,43.08,6.15,,,,,
1820,10/17/15 14:10,42.89,6.05,,,,,
1821,10/17/15 15:10,42.39,5.77,,,,,
1822,10/17/15 16:10,42.39,5.77,,,,,
1823,10/17/15 17:10,42.06,5.59,,,,,
1824,10/17/15 18:10,41.51,5.28,,,,,
1825,10/17/15 19:10,40.81,4.90,,,,,
1826,10/17/15 20:10,40.06,4.48,,,,,
1827,10/17/15 21:10,39.50,4.17,,,,,
1828,10/17/15 22:10,39.27,4.04,,,,,
1829,10/17/15 23:10,39.27,4.04,,,,,
1830,10/18/15 0:10,38.75,3.75,,,,,
1831,10/18/15 1:10,38.75,3.75,,,,,
1832,10/18/15 2:10,38.84,3.80,,,,,
1833,10/18/15 3:10,38.84,3.80,,,,,
1834,10/18/15 4:10,38.80,3.78,,,,,
1835,10/18/15 5:10,38.80,3.78,,,,,
1836,10/18/15 6:10,38.80,3.78,,,,,
1837,10/18/15 7:10,38.65,3.70,,,,,
1838,10/18/15 8:10,38.51,3.62,,,,,
1839,10/18/15 9:10,38.65,3.70,,,,,
1840,10/18/15 10:10,39.12,3.96,,,,,
1841,10/18/15 11:10,39.97,4.43,,,,,
1842,10/18/15 12:10,41.51,5.28,,,,,
1843,10/18/15 13:10,41.55,5.31,,,,,
1844,10/18/15 14:10,41.74,5.41,,,,,
1845,10/18/15 15:10,41.18,5.10,,,,,
1846,10/18/15 16:10,40.76,4.87,,,,,
1847,10/18/15 17:10,40.53,4.74,,,,,
1848,10/18/15 18:10,39.60,4.22,,,,,
1849,10/18/15 19:10,38.94,3.85,,,,,
1850,10/18/15 20:10,38.27,3.49,,,,,
1851,10/18/15 21:10,37.66,3.14,,,,,
1852,10/18/15 22:10,37.27,2.93,,,,,
1853,10/18/15 23:10,37.08,2.82,,,,,
1854,10/19/15 0:10,37.08,2.82,,,,,
1855,10/19/15 1:10,37.27,2.93,,,,,
1856,10/19/15 2:10,37.56,3.09,,,,,
1857,10/19/15 3:10,37.61,3.12,,,,,
1858,10/19/15 4:10,37.56,3.09,,,,,
1859,10/19/15 5:10,37.85,3.25,,,,,
1860,10/19/15 6:10,37.94,3.30,,,,,
1861,10/19/15 7:10,37.94,3.30,,,,,
1862,10/19/15 8:10,37.89,3.27,,,,,
1863,10/19/15 9:10,38.04,3.35,,,,,
1864,10/19/15 10:10,38.65,3.70,,,,,
1865,10/19/15 11:10,38.70,3.72,,,,,
1866,10/19/15 12:10,38.94,3.85,,,,,
1867,10/19/15 13:10,38.80,3.78,,,,,
1868,10/19/15 14:10,39.27,4.04,,,,,
1869,10/19/15 15:10,37.61,3.12,,,,,
1870,10/19/15 16:10,36.75,2.64,,,,,
1871,10/19/15 17:10,36.84,2.69,,,,,
1872,10/19/15 18:10,35.93,2.18,,,,,
1873,10/19/15 19:10,35.01,1.67,,,,,
1874,10/19/15 20:10,34.52,1.40,,,,,
1875,10/19/15 21:10,33.49,0.83,,,,,
1876,10/19/15 22:10,33.73,0.96,,,,,
1877,10/19/15 23:10,34.08,1.15,,,,,
1878,10/20/15 0:10,33.73,0.96,,,,,
1879,10/20/15 1:10,33.63,0.91,,,,,
1880,10/20/15 2:10,33.78,0.99,,,,,
1881,10/20/15 3:10,33.83,1.02,,,,,
1882,10/20/15 4:10,33.78,0.99,,,,,
1883,10/20/15 5:10,32.34,0.19,,,,,
1884,10/20/15 6:10,32.79,0.44,,,,,
1885,10/20/15 7:10,32.94,0.52,,,,,
1886,10/20/15 8:10,33.14,0.63,,,,,
1887,10/20/15 9:10,33.14,0.63,,,,,
1888,10/20/15 10:10,34.27,1.26,,,,,
1889,10/20/15 11:10,35.15,1.75,,,,,
1890,10/20/15 12:10,36.31,2.40,,,,,
1891,10/20/15 13:10,35.59,1.99,,,,,
1892,10/20/15 14:10,36.07,2.26,,,,,
1893,10/20/15 15:10,35.78,2.10,,,,,
1894,10/20/15 16:10,34.08,1.15,,,,,
1895,10/20/15 17:10,32.29,0.16,,,,,
1896,10/20/15 18:10,32.44,0.25,,,,,
1897,10/20/15 19:10,32.64,0.36,,,,,
1898,10/20/15 20:10,32.54,0.30,,,,,
1899,10/20/15 21:10,32.24,0.14,,,,,
1900,10/20/15 22:10,32.04,0.02,,,,,
1901,10/20/15 23:10,32.14,0.08,,,,,
1902,10/21/15 0:10,32.34,0.19,,,,,
1903,10/21/15 1:10,32.44,0.25,,,,,
1904,10/21/15 2:10,32.04,0.02,,,,,
1905,10/21/15 3:10,31.94,-0.03,,,,,
1906,10/21/15 4:10,31.99,0.00,,,,,
1907,10/21/15 5:10,31.99,0.00,,,,,
1908,10/21/15 6:10,31.99,0.00,,,,,
1909,10/21/15 7:10,31.99,0.00,,,,,
1910,10/21/15 8:10,31.99,0.00,,,,,
1911,10/21/15 9:10,31.99,0.00,,,,,
1912,10/21/15 10:10,31.99,0.00,,,,,
1913,10/21/15 11:10,31.99,0.00,,,,,
1914,10/21/15 12:10,33.68,0.93,,,,,
1915,10/21/15 13:10,33.93,1.07,,,,,
1916,10/21/15 14:10,33.73,0.96,,,,,
1917,10/21/15 15:10,33.68,0.93,,,,,
1918,10/21/15 16:10,33.93,1.07,,,,,
1919,10/21/15 17:10,34.03,1.13,,,,,
1920,10/21/15 18:10,33.93,1.07,,,,,
1921,10/21/15 19:10,33.68,0.93,,,,,
1922,10/21/15 20:10,33.34,0.74,,,,,
1923,10/21/15 21:10,32.99,0.55,,,,,
1924,10/21/15 22:10,32.74,0.41,,,,,
1925,10/21/15 23:10,32.54,0.30,,,,,
1926,10/22/15 0:10,32.24,0.14,,,,,
1927,10/22/15 1:10,32.04,0.02,,,,,
1928,10/22/15 2:10,31.94,-0.03,,,,,
1929,10/22/15 3:10,31.99,0.00,,,,,
1930,10/22/15 4:10,31.99,0.00,,,,,
1931,10/22/15 5:10,31.99,0.00,,,,,
1932,10/22/15 6:10,31.99,0.00,,,,,
1933,10/22/15 7:10,31.99,0.00,,,,,
1934,10/22/15 8:10,31.99,0.00,,,,,
1935,10/22/15 9:10,31.99,0.00,,,,,
1936,10/22/15 10:10,31.99,0.00,,,,,
1937,10/22/15 11:10,34.76,1.53,,,,,
1938,10/22/15 12:10,34.96,1.64,,,,,
1939,10/22/15 13:10,35.30,1.83,,,,,
1940,10/22/15 14:10,35.40,1.89,,,,,
1941,10/22/15 15:10,36.65,2.58,,,,,
1942,10/22/15 16:10,36.94,2.74,,,,,
1943,10/22/15 17:10,36.41,2.45,,,,,
1944,10/22/15 18:10,35.06,1.70,,,,,
1945,10/22/15 19:10,34.27,1.26,,,,,
1946,10/22/15 20:10,33.73,0.96,,,,,
1947,10/22/15 21:10,33.53,0.85,,,,,
1948,10/22/15 22:10,33.58,0.88,,,,,
1949,10/22/15 23:10,33.14,0.63,,,,,
1950,10/23/15 0:10,32.49,0.27,,,,,
1951,10/23/15 1:10,31.99,0.00,,,,,
1952,10/23/15 2:10,31.94,-0.03,,,,,
1953,10/23/15 3:10,31.99,0.00,,,,,
1954,10/23/15 4:10,31.99,0.00,,,,,
1955,10/23/15 5:10,31.99,0.00,,,,,
1956,10/23/15 6:10,31.99,0.00,,,,,
1957,10/23/15 7:10,31.99,0.00,,,,,
1958,10/23/15 8:10,31.99,0.00,,,,,
1959,10/23/15 9:10,31.99,0.00,,,,,
1960,10/23/15 10:10,31.99,0.00,,,,,
1961,10/23/15 11:10,31.99,0.00,,,,,
1962,10/23/15 12:10,31.99,0.00,,,,,
1963,10/23/15 13:10,31.99,0.00,,,,,
1964,10/23/15 14:10,31.99,0.00,,,,,
1965,10/23/15 15:10,31.99,0.00,,,,,
1966,10/23/15 16:10,31.99,0.00,,,,,
1967,10/23/15 17:10,31.99,0.00,,,,,
1968,10/23/15 18:10,31.99,0.00,,,,,
1969,10/23/15 19:10,31.99,0.00,,,,,
1970,10/23/15 20:10,31.99,0.00,,,,,
1971,10/23/15 21:10,31.99,0.00,,,,,
1972,10/23/15 22:10,31.99,0.00,,,,,
1973,10/23/15 23:10,31.99,0.00,,,,,
1974,10/24/15 0:10,31.99,0.00,,,,,
1975,10/24/15 1:10,31.99,0.00,,,,,
1976,10/24/15 2:10,31.99,0.00,,,,,
1977,10/24/15 3:10,31.99,0.00,,,,,
1978,10/24/15 4:10,31.99,0.00,,,,,
1979,10/24/15 5:10,31.99,0.00,,,,,
1980,10/24/15 6:10,31.99,0.00,,,,,
1981,10/24/15 7:10,31.99,0.00,,,,,
1982,10/24/15 8:10,31.99,0.00,,,,,
1983,10/24/15 9:10,31.99,0.00,,,,,
1984,10/24/15 10:10,31.99,0.00,,,,,
1985,10/24/15 11:10,31.99,0.00,,,,,
1986,10/24/15 12:10,31.99,0.00,,,,,
1987,10/24/15 13:10,31.99,0.00,,,,,
1988,10/24/15 14:10,31.99,0.00,,,,,
1989,10/24/15 15:10,31.99,0.00,,,,,
1990,10/24/15 16:10,31.99,0.00,,,,,
1991,10/24/15 17:10,31.99,0.00,,,,,
1992,10/24/15 18:10,31.99,0.00,,,,,
1993,10/24/15 19:10,31.99,0.00,,,,,
1994,10/24/15 20:10,31.99,0.00,,,,,
1995,10/24/15 21:10,31.99,0.00,,,,,
1996,10/24/15 22:10,31.99,0.00,,,,,
1997,10/24/15 23:10,31.99,0.00,,,,,
1998,10/25/15 0:10,31.99,0.00,,,,,
1999,10/25/15 1:10,31.99,0.00,,,,,
2000,10/25/15 2:10,31.99,0.00,,,,,
2001,10/25/15 3:10,31.99,0.00,,,,,
2002,10/25/15 4:10,31.99,0.00,,,,,
2003,10/25/15 5:10,31.99,0.00,,,,,
2004,10/25/15 6:10,31.99,0.00,,,,,
2005,10/25/15 7:10,31.99,0.00,,,,,
2006,10/25/15 8:10,31.99,0.00,,,,,
2007,10/25/15 9:10,31.99,0.00,,,,,
2008,10/25/15 10:10,31.99,0.00,,,,,
2009,10/25/15 11:10,31.99,0.00,,,,,
2010,10/25/15 12:10,32.04,0.02,,,,,
2011,10/25/15 13:10,32.04,0.02,,,,,
2012,10/25/15 14:10,32.09,0.05,,,,,
2013,10/25/15 15:10,32.14,0.08,,,,,
2014,10/25/15 16:10,32.14,0.08,,,,,
2015,10/25/15 17:10,32.14,0.08,,,,,
2016,10/25/15 18:10,32.14,0.08,,,,,
2017,10/25/15 19:10,32.04,0.02,,,,,
2018,10/25/15 20:10,32.09,0.05,,,,,
2019,10/25/15 21:10,32.09,0.05,,,,,
2020,10/25/15 22:10,32.09,0.05,,,,,
2021,10/25/15 23:10,32.09,0.05,,,,,
2022,10/26/15 0:10,32.09,0.05,,,,,
2023,10/26/15 1:10,32.14,0.08,,,,,
2024,10/26/15 2:10,32.09,0.05,,,,,
2025,10/26/15 3:10,32.04,0.02,,,,,
2026,10/26/15 4:10,32.04,0.02,,,,,
2027,10/26/15 5:10,32.04,0.02,,,,,
2028,10/26/15 6:10,32.04,0.02,,,,,
2029,10/26/15 7:10,31.99,0.00,,,,,
2030,10/26/15 8:10,31.99,0.00,,,,,
2031,10/26/15 9:10,31.94,-0.03,,,,,
2032,10/26/15 10:10,31.94,-0.03,,,,,
2033,10/26/15 11:10,31.89,-0.06,,,,,
2034,10/26/15 12:10,31.79,-0.12,,,,,
2035,10/26/15 13:10,31.99,0.00,,,,,
2036,10/26/15 14:10,31.99,0.00,,,,,
2037,10/26/15 15:10,31.99,0.00,,,,,
2038,10/26/15 16:10,32.04,0.02,,,,,
2039,10/26/15 17:10,32.04,0.02,,,,,
2040,10/26/15 18:10,31.99,0.00,,,,,
2041,10/26/15 19:10,31.94,-0.03,,,,,
2042,10/26/15 20:10,31.79,-0.12,,,,,
2043,10/26/15 21:10,31.79,-0.12,,,,,
2044,10/26/15 22:10,31.79,-0.12,,,,,
2045,10/26/15 23:10,31.74,-0.14,,,,,
2046,10/27/15 0:10,31.64,-0.20,,,,,
2047,10/27/15 1:10,31.64,-0.20,,,,,
2048,10/27/15 2:10,31.49,-0.28,,,,,
2049,10/27/15 3:10,31.54,-0.26,,,,,
2050,10/27/15 4:10,31.34,-0.37,,,,,
2051,10/27/15 5:10,31.44,-0.31,,,,,
2052,10/27/15 6:10,31.14,-0.48,,,,,
2053,10/27/15 7:10,31.14,-0.48,,,,,
2054,10/27/15 8:10,30.88,-0.62,,,,,
2055,10/27/15 9:10,30.53,-0.82,,,,,
2056,10/27/15 10:10,29.92,-1.16,,,,,
2057,10/27/15 11:10,29.51,-1.38,,,,,
2058,10/27/15 12:10,30.07,-1.07,,,,,
2059,10/27/15 13:10,30.17,-1.02,,,,,
2060,10/27/15 14:10,30.23,-0.99,,,,,
2061,10/27/15 15:10,31.99,0.00,,,,,
2062,10/27/15 16:10,31.99,0.00,,,,,
2063,10/27/15 17:10,31.99,0.00,,,,,
2064,10/27/15 18:10,31.99,0.00,,,,,
2065,10/27/15 19:10,31.99,0.00,,,,,
2066,10/27/15 20:10,31.94,-0.03,,,,,
2067,10/27/15 21:10,31.74,-0.14,,,,,
2068,10/27/15 22:10,31.39,-0.34,,,,,
2069,10/27/15 23:10,31.04,-0.54,,,,,
2070,10/28/15 0:10,31.29,-0.40,,,,,
2071,10/28/15 1:10,31.19,-0.45,,,,,
2072,10/28/15 2:10,30.94,-0.59,,,,,
2073,10/28/15 3:10,30.73,-0.70,,,,,
2074,10/28/15 4:10,29.82,-1.21,,,,,
2075,10/28/15 5:10,30.12,-1.04,,,,,
2076,10/28/15 6:10,29.41,-1.44,,,,,
2077,10/28/15 7:10,29.46,-1.41,,,,,
2078,10/28/15 8:10,29.66,-1.30,,,,,
2079,10/28/15 9:10,30.02,-1.10,,,,,
2080,10/28/15 10:10,30.07,-1.07,,,,,
2081,10/28/15 11:10,30.12,-1.04,,,,,
2082,10/28/15 12:10,30.17,-1.02,,,,,
2083,10/28/15 13:10,30.33,-0.93,,,,,
2084,10/28/15 14:10,29.56,-1.36,,,,,
2085,10/28/15 15:10,30.33,-0.93,,,,,
2086,10/28/15 16:10,30.68,-0.73,,,,,
2087,10/28/15 17:10,30.68,-0.73,,,,,
2088,10/28/15 18:10,30.78,-0.68,,,,,
2089,10/28/15 19:10,31.94,-0.03,,,,,
2090,10/28/15 20:10,31.94,-0.03,,,,,
2091,10/28/15 21:10,31.79,-0.12,,,,,
2092,10/28/15 22:10,31.44,-0.31,,,,,
2093,10/28/15 23:10,31.04,-0.54,,,,,
2094,10/29/15 0:10,30.88,-0.62,,,,,
2095,10/29/15 1:10,30.83,-0.65,,,,,
2096,10/29/15 2:10,30.94,-0.59,,,,,
2097,10/29/15 3:10,31.14,-0.48,,,,,
2098,10/29/15 4:10,31.14,-0.48,,,,,
2099,10/29/15 5:10,31.14,-0.48,,,,,
2100,10/29/15 6:10,31.14,-0.48,,,,,
2101,10/29/15 7:10,31.14,-0.48,,,,,
2102,10/29/15 8:10,31.19,-0.45,,,,,
2103,10/29/15 9:10,31.19,-0.45,,,,,
2104,10/29/15 10:10,31.24,-0.42,,,,,
2105,10/29/15 11:10,31.34,-0.37,,,,,
