Year,Date,Range,Sampler,Stream,Rep,Fraction,Subsample,Taxa,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,MeanLength(mm),IndBiomass(mg/ind),Subsample,Abundance ,Density,Biomass (mg/m2),Stage,Notes,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20
2022,6-14 Aug 2022,Teton Range,Surber,SF Teton Creek,3,Small,1,Simuliidae,,,,,,,,,,,,,,,,,,,,,,,,1,11,,adult,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,SF Teton Creek,3,Small,1,Rhyacophila blarina,5,2,2.5,2.5,,,,,,,,,,,,,,,,,,,,4,43,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,SF Teton Creek,3,Small,1,Prosimuliium,4,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,SF Teton Creek,3,Small,1,Zapada,2.25,3,2.5,2.5,2.5,2,2.5,4,,,,,,,,,,,,,,,,8,86,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,1,Large,1,Oligochaeta,4,6.5,,,,,,,,,,,,,,,,,,,,,,2,22,,,,0.25,0.25,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,1,Large,1,Nematoda,17,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,1,Large,1,Probezzia,6.5,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,1,Large,1,Non-Tanypodinae,8,10,4.5,4,4.5,3,3.5,4.5,5,2,8.5,4,2.5,4,3,2,,,,,,,,16,172,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,1,Large,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,1,11,,adult,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,1,Large,1,Cinygmula,4,3,4.5,4,5.5,5,4.5,,,,,,,,,,,,,,,,,7,75,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,1,Large,1,Simuliidae,,,,,,,,,,,,,,,,,,,,,,,,2,22,,adult,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,1,Large,1,Baetis,9,7,6,4.5,5.5,3,8,9.5,7,8,7,7,,,,,,,,,,,,12,129,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,1,Large,1,Sweltsa,4,4.5,8,,,,,,,,,,,,,,,,,,,,,3,32,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,1,Large,1,Drunella,3.5,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,1,Large,1,Megarcys,16,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,1,Large,1,Epeorus,3.5,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,1,Large,1,Zapada,4,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,1,Small,1,Oligochaeta,3.5,3,4,2.5,3.5,6,4,2,2,4,2.5,3,2.5,4,2,3,4,3,2,4,,,,21,226,,,,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,1,Small,1,Ostracoda,1,1.25,1,1,1,1.25,,,,,,,,,,,,,,,,,,6,65,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,1,Small,1,Non-Tanypodinae,2,4,2,1.75,2,2,3.5,2,3.5,3,3,3,3.5,4,2,1.5,3.75,3,3.5,2,,,,299,3219,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,1,Small,1,Sweltsa,4.5,2,,,,,,,,,,,,,,,,,,,,,,2,22,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,1,Small,1,Cinygmula,3,4,3,3.5,4.5,5,4,3,4.5,4.5,4.5,3,,,,,,,,,,,,12,129,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,1,Small,1,Baetis,2,3.5,4,2.75,3,4,2,2,2.5,5,3,3,3.5,2.75,2.5,3,2,2.75,2.5,2,,,,34,366,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,1,Small,1,Clinocera,3.25,4,2.25,,,,,,,,,,,,,,,,,,,,,3,32,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,1,Small,1,Epeorus,2.5,3,3,3,,,,,,,,,,,,,,,,,,,,4,43,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,1,Small,1,Megarcys,4,3,3.5,3.5,3,3,3,3.5,3.5,2.5,3,4,3,,,,,,,,,,,13,140,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,1,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,2,22,,adult,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,1,Small,1,Staphylinidae,,,,,,,,,,,,,,,,,,,,,,,,1,11,,adult,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,1,Small,1,Acari,1,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,1,Small,1,Allomyia,2,2,2,,,,,,,,,,,,,,,,,,,,,3,32,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,2,Large,1,Megarcys,14,23,,,,,,,,,,,,,,,,,,,,,,2,22,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,2,Large,1,Tipula,24,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,2,Large,1,Non-Tanypodinae,3.25,3.5,3,2.25,2.25,3,2.25,2,2,4.5,6.5,3,5,2.5,1.75,2,4.5,2.5,2,2,,,,68,732,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,2,Large,1,Oligochaeta,5,5,,,,,,,,,,,,,,,,,,,,,,2,22,,,,0.25,0.25,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,2,Large,1,Rhyacophila Alberta Group,6,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,2,Large,1,Baetis,5,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,2,Large,1,Zapada,6,4,4,5,,,,,,,,,,,,,,,,,,,,4,43,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,2,Small,1,Non-Tanypodinae,2.5,2.5,2,3,3.25,1.5,3.25,2,3.5,2,1.75,1,2.75,2.75,3,3.25,2,1.75,1.75,1.75,,,,855,9203,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,2,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,2,22,,adult,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,2,Small,1,Oligochaeta,6,2,1.5,1.75,2,1.5,2.75,2,2,1.5,,,,,,,,,,,,,,10,108,,,,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,2,Small,1,Megarcys,3.25,3,3.25,3,2.5,,,,,,,,,,,,,,,,,,,5,54,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,2,Small,1,Acari,1,1,1.25,1,1,1,,,,,,,,,,,,,,,,,,6,65,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,2,Small,1,Cinygmula,5,5.25,2.5,3,,,,,,,,,,,,,,,,,,,,5,54,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,2,Small,1,Baetis,2.5,3,3,2.5,,,,,,,,,,,,,,,,,,,,4,43,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,2,Small,1,Clinocera,3.5,2.5,,,,,,,,,,,,,,,,,,,,,,2,22,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,2,Small,1,Simuliidae,,,,,,,,,,,,,,,,,,,,,,,,1,11,,adult,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,2,Small,1,Allomyia,2,2,,,,,,,,,,,,,,,,,,,,,,2,22,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,2,Small,1,Sweltsa,4.25,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,2,Small,1,Zapada,2.25,2,5.5,4,3,2,,,,,,,,,,,,,,,,,,6,65,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,3,Large,1,Baetis 2,6,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,3,Large,1,Non-Tanypodinae,8,1.25,8,1.5,4,4,3.25,2.75,3,1,3.5,2.5,2.5,1,1,8,4,3,2,3,,,,69,743,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,3,Large,1,Cinygmula,4,5,4.25,4.25,4,4,,,,,,,,,,,,,,,,,,6,65,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,3,Large,1,Epeorus,3,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,3,Large,1,Megarcys,3,15,3,,,,,,,,,,,,,,,,,,,,,3,32,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,3,Large,1,Clinocera,7.5,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,3,Large,1,Simuliidae,,,,,,,,,,,,,,,,,,,,,,,,1,11,,adult,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,3,Large,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,1,11,,adult,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,3,Large,1,Zapada,3,5,2.5,5,3.5,5,,,,,,,,,,,,,,,,,,6,65,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,3,Small,1,Non-Tanypodinae,1.5,1.5,2,3,1.25,3,2,1,3,1,1.5,3,2,2,1.5,2,1.5,3,1.5,3,,,,331,3563,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,3,Small,1,Baetis 2,3,3,,,,,,,,,,,,,,,,,,,,,,3,32,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,3,Small,1,Clinocera,3.5,3.25,4,4,4.5,,,,,,,,,,,,,,,,,,,5,54,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,3,Small,1,Acari,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,13,140,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,3,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,1,11,,adult,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,3,Small,1,Cinygmula,4.25,4,4,4.5,2,2.5,,,,,,,,,,,,,,,,,,6,65,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,3,Small,1,Allomyia,2,3.5,1.75,2,,,,,,,,,,,,,,,,,,,,4,43,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,3,Small,1,Epeorus,2.75,2.5,2.25,3.25,,,,,,,,,,,,,,,,,,,,4,43,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,3,Small,1,Baetis,3,3,2.5,3,2.5,2.5,2.5,2.5,,,,,,,,,,,,,,,,8,86,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,3,Small,1,Megarcys,3.25,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,3,Small,1,Drunella,3,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,3,Small,1,Sweltsa,4.75,3,3,3,3,3,3,,,,,,,,,,,,,,,,,7,75,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,3,Small,1,Oligochaeta,5,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,0.25,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Alaska Basin RG,3,Small,1,Zapada,4,5,,,,,,,,,,,,,,,,,,,,,,2,22,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Cloudveil Dome,1,Large,1,Lednia,4.5,5,6,5.5,5,5,5,6,5,4,4.5,5,5,5,4,5.5,5,5,4.5,6,,,,30,323,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Cloudveil Dome,1,Large,1,Zapada,4,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Cloudveil Dome,1,Large,1,Non-Tanypodinae,4,4.5,4.5,4,5,7,5,6,6,7,3,4,6,9,2.75,6,7,3.5,7,5,,,,157,1690,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Cloudveil Dome,1,Large,1,Rhyacophila Alberta Group,8,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Cloudveil Dome,1,Large,1,Homophylax,8,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Cloudveil Dome,1,Small,1,Lednia,5.5,4.5,5,4.5,4.5,4,4.5,5,3.25,4,1.25,4.5,4.5,4.5,4,4,5,3,5,5,,,,25,269,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Cloudveil Dome,1,Small,1,Zapada,3,3,2,2,1.5,,,,,,,,,,,,,,,,,,,5,54,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Cloudveil Dome,1,Small,1,Non-Tanypodinae,2,4,1.5,1.5,2,5,4,2,2.25,1.75,3.5,3.25,7,1.5,4,2,2.5,2.5,3,2,,,,660,7104,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Cloudveil Dome,1,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,4,43,,pupae,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Cloudveil Dome,1,Small,1,Plecoptera,1.25,,,,,,,,,,,,,,,,,,,,,,,1,11,,,early instar,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Cloudveil Dome,1,Small,1,Clinocera,3.5,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Cloudveil Dome,1,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,1,11,,adult,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Cloudveil Dome,1,Small,1,Baetis 2,2,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Cloudveil Dome,2,Large,1,Lednia,6,5,4.5,5,6,4,5.5,5,5,6,5,,,,,,,,,,,,,11,118,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Cloudveil Dome,2,Large,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,1,11,,adult,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Cloudveil Dome,2,Large,1,Prosimuliium,8,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Cloudveil Dome,2,Large,1,Non-Tanypodinae,4,3.5,7,2.25,6,5,7,3,5,6.5,4.5,6.5,6,5,4,5,5.5,4,3,8,,,,51,549,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Cloudveil Dome,2,Large,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,1,11,,pupae,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Cloudveil Dome,2,Small,1,Lednia,4,4,4.5,5,4,3.5,5,5,5,4,5,5.5,3.5,4,4,5,,,,,,,,16,172,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Cloudveil Dome,2,Small,1,Non-Tanypodinae,2,2,3,2,3,1.5,1,4,3.5,2,2.5,4,1,2.5,3.5,2.5,2.5,2,4.5,3,,,,313,3369,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Cloudveil Dome,2,Small,1,Oligochaeta,3,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,0.25,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Cloudveil Dome,2,Small,1,Prosimuliium,4,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Cloudveil Dome,2,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,4,43,,pupae,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Cloudveil Dome,2,Small,1,Collembola,1,1,,,,,,,,,,,,,,,,,,,,,,2,22,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Cloudveil Dome,2,Small,1,Plecoptera,1.25,1.5,1.25,1.25,1.5,,,,,,,,,,,,,,,,,,,5,54,,,early instar,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Cloudveil Dome,3,Large,1,Lednia,5,5,4,4.5,5,,,,,,,,,,,,,,,,,,,5,54,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Cloudveil Dome,3,Large,1,Non-Tanypodinae,4.5,3,6,5.5,6,6,6.5,4.5,3.25,5,4,6,5,7.5,4.5,8,5,4,3.5,5.5,,,,63,678,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Cloudveil Dome,3,Large,1,Dicranota,7,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Cloudveil Dome,3,Small,1,Non-Tanypodinae,3,3.5,3,3,3,2,1.75,3,4,1.75,2.25,2,2.5,4,4.5,4.5,2.25,5.5,4,2,,,,348,3746,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Cloudveil Dome,3,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,19,205,,pupae,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Cloudveil Dome,3,Small,1,Plecoptera,1.5,1.25,,,,,,,,,,,,,,,,,,,,,,2,22,,,early instar,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Cloudveil Dome,3,Small,1,Collembola,1,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Cloudveil Dome,3,Small,1,Prosimuliium,4,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Cloudveil Dome,3,Small,1,Lednia,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,2,22,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Delta Lake Inlet,1,Large,1,Non-Tanypodinae,5,8,7,4,5,6,5,5,8.5,4.5,6,5,5.5,4,5,5,6,5,5,7,,,,89,958,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Delta Lake Inlet,1,Large,1,Megarcys,6,6,6,6,,,,,,,,,,,,,,,,,,,,4,43,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Delta Lake Inlet,1,Large,1,Oligochaeta,2.5,4.5,,,,,,,,,,,,,,,,,,,,,,2,22,,,,0.25,0.25,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Delta Lake Inlet,1,Large,1,Baetis,5,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Delta Lake Inlet,1,Large,1,Zapada,4,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Delta Lake Inlet,1,Small,1,Non-Tanypodinae,3,2,3,1.5,5,5,4,3,2,3.5,5.5,3,3,2,3,3,5,2.5,2,2,,,,288,3100,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Delta Lake Inlet,1,Small,1,Oligochaeta,3,3.5,2.5,3,3,3,4,2.5,4,5,3.5,2,2.5,2,2,2,4,4,3,4,,,,98,1055,,,,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2022,6-14 Aug 2022,Teton Range,Surber,Delta Lake Inlet,1,Small,1,Baetis,4,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Delta Lake Inlet,1,Small,1,Staphylinidae,,,,,,,,,,,,,,,,,,,,,,,,1,11,,adult,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Delta Lake Inlet,1,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,2,22,,pupae,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Delta Lake Inlet,2,Large,1,Megarcys,5,6,6,5,,,,,,,,,,,,,,,,,,,,4,43,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Delta Lake Inlet,2,Large,1,Non-Tanypodinae,2.5,6,6,3.5,3,7,3,6,6.5,6.5,2.5,2,6,2.5,5,2.5,2.5,3.5,7,4,,,,243,2616,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Delta Lake Inlet,2,Large,1,Lednia,5,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Delta Lake Inlet,2,Large,1,Oligochaeta,2.5,3.5,3.5,2,,,,,,,,,,,,,,,,,,,,4,43,,,,0.25,0.25,0.25,0.25,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Delta Lake Inlet,2,Large,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,1,11,,pupae,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Delta Lake Inlet,2,Small,1,Non-Tanypodinae,3.5,2.5,4,2.5,4.5,2,2,3,2.5,2.5,1.5,5,3,2,2.5,3.5,3,2.5,4.5,1,,,,707,7610,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Delta Lake Inlet,2,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,11,118,,pupae,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Delta Lake Inlet,2,Small,1,Oligochaeta,2,3,2,3,3,2.5,2.5,2.5,2,2,2,2.5,2,2,3,2,3.5,,,,,,,20,215,,,,,,,,,,,,,,,,,,,,,,,
2022,6-14 Aug 2022,Teton Range,Surber,Delta Lake Inlet,2,Small,1,Staphylinidae,,,,,,,,,,,,,,,,,,,,,,,,3,32,,adult,,,,,,,,,,,,,,,,,,,,,
