Stream,Name,Type,Site ,Year,Date,Area,Fraction,Sampler,NoSurbers,Rep,Taxa,Biomass,Abundance ,Density,Stage
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,lg,surber,6,,Suwallia,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,lg,surber,6,,Sweltsa,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,lg,surber,6,,Lednia,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,lg,surber,6,,Zapada,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,lg,surber,6,,Megarcys,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,lg,surber,6,,Megarcys2,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,lg,surber,6,,Allomyia,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,lg,surber,6,,Homophylax,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,lg,surber,6,,Psychoglypha,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,lg,surber,6,,Rhyacophila ,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,lg,surber,6,,Trichoptera,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,lg,surber,6,,Turbellaria,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Oligochaeta,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Acari,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Staphylinidae,0.15,1,2,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Collembola,42.62,18,32,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Ostracoda,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Probezzia,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Non-Tanypodinae,17.74,315,565,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Chironomidae,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Dixella,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Clinocera,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Oreogeton,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Helodon,0.59,2,4,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Prosimulium,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Simuliidae,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Dicranota,0.32,1,2,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Ormosia,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Paradelphomyia,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Tipula,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Baetis,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Drunella ,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Cinygmula,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Epeorus,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Rhithrogena,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Macroveliidae,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Pentacora,0.27,1,2,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Nematoda,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Alloperla,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Suwallia,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Sweltsa,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Lednia,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Zapada,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Megarcys,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Megarcys2,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Allomyia,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Homophylax,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Psychoglypha,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Rhyacophila ,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Trichoptera,0,0,0,larval
Mica Lake ,Mica,Glacier,upper,2016,27-Jul-16,GTNP,sm,surber,6,,Turbellaria,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,lg,Surber,5,,Nematoda,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,sm,Surber,5,,Nematoda,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,lg,Surber,3,,Nematoda,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,sm,Surber,3,,Nematoda,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,lg,Surber,5,,Hemiptera,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,sm,Surber,5,,Hemiptera,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,lg,Surber,3,,Hemiptera,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,sm,Surber,3,,Hemiptera,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,lg,Surber,5,,Clinocera,0.017265918,2,4,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,lg,Surber,3,,Clinocera,0.028774082,2,7,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,sm,Surber,3,,Baetidae,0.097595981,1,14,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,lg,Surber,3,,Chironomidae,0.266720776,5,18,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,lg,Surber,3,,Allomyia,0.425253168,1,4,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,lg,Surber,5,,Chironomidae,0.526674491,2,17,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,sm,Surber,3,,Chironomidae,1.275950966,5,72,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,sm,Surber,5,,Perlodidae,1.68088872,1,9,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,sm,Surber,5,,Chironomidae,1.966863167,8,69,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,sm,Surber,5,,Helodon,6.490901949,2,17,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,lg,Surber,3,,Non-Tany,8.536041083,736,2641,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,lg,Surber,5,,Dicranota,9.588116667,2,4,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,lg,Surber,3,,Collembola,9.779332616,1,4,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,lg,Surber,3,,Lednia,13.84422126,1,4,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,sm,Surber,3,,Helodon,15.37900272,10,144,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,lg,Surber,5,,Rhyacophila ,20.64747901,1,2,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,lg,Surber,5,,Helodon,25.7709334,5,43,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,sm,Surber,3,,Non-Tany,97.08783136,523,7506,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,lg,Surber,3,,Helodon,111.0603213,78,280,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,sm,Surber,5,,Non-Tany,119.0284319,650,5597,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,lg,Surber,5,,Non-Tany,315.6224057,669,5761,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,lg,Surber,5,,Acari,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,sm,Surber,5,,Acari,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,lg,Surber,3,,Acari,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,sm,Surber,3,,Acari,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,lg,Surber,5,,Allomyia,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,sm,Surber,5,,Allomyia,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,sm,Surber,3,,Allomyia,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,lg,Surber,5,,Alloperla,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,sm,Surber,5,,Alloperla,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,lg,Surber,3,,Alloperla,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,sm,Surber,3,,Alloperla,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,sm,Surber,5,,Clinocera,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,sm,Surber,3,,Clinocera,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,lg,Surber,5,,Collembola,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,sm,Surber,5,,Collembola,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,sm,Surber,3,,Collembola,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,sm,Surber,5,,Dicranota,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,lg,Surber,3,,Dicranota,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,sm,Surber,3,,Dicranota,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,lg,Surber,5,,Drunella ,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,sm,Surber,5,,Drunella ,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,lg,Surber,3,,Drunella ,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,sm,Surber,3,,Drunella ,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,lg,Surber,5,,Epeorus,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,sm,Surber,5,,Epeorus,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,lg,Surber,3,,Epeorus,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,sm,Surber,3,,Epeorus,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,lg,Surber,5,,Lednia,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,sm,Surber,5,,Lednia,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,sm,Surber,3,,Lednia,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,lg,Surber,5,,Lipogomphus,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,sm,Surber,5,,Lipogomphus,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,lg,Surber,3,,Lipogomphus,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,sm,Surber,3,,Lipogomphus,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,lg,Surber,5,,Megarcys,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,sm,Surber,5,,Megarcys,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,lg,Surber,3,,Megarcys,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,sm,Surber,3,,Megarcys,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,lg,Surber,5,,Oligochaeta,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,sm,Surber,5,,Oligochaeta,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,lg,Surber,3,,Oligochaeta,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,sm,Surber,3,,Oligochaeta,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,lg,Surber,5,,Parapsyche,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,sm,Surber,5,,Parapsyche,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,lg,Surber,3,,Parapsyche,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,sm,Surber,3,,Parapsyche,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,lg,Surber,5,,Pentacora,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,sm,Surber,5,,Pentacora,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,lg,Surber,3,,Pentacora,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,sm,Surber,3,,Pentacora,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,lg,Surber,5,,Probezzia,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,sm,Surber,5,,Probezzia,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,lg,Surber,3,,Probezzia,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,sm,Surber,3,,Probezzia,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,lg,Surber,5,,Prosimulium,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,sm,Surber,5,,Prosimulium,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,lg,Surber,3,,Prosimulium,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,sm,Surber,3,,Prosimulium,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,lg,Surber,5,,Simuliidae,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,sm,Surber,5,,Simuliidae,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,lg,Surber,3,,Simuliidae,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,sm,Surber,3,,Simuliidae,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,lg,Surber,5,,Rhithrogena,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,sm,Surber,5,,Rhithrogena,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,lg,Surber,3,,Rhithrogena,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,sm,Surber,3,,Rhithrogena,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,sm,Surber,5,,Rhyacophila ,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,lg,Surber,3,,Rhyacophila ,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,sm,Surber,3,,Rhyacophila ,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,lg,Surber,5,,Simulium,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,sm,Surber,5,,Simulium,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,lg,Surber,3,,Simulium,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,sm,Surber,3,,Simulium,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,lg,Surber,5,,Sphaeriidae,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,sm,Surber,5,,Sphaeriidae,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,lg,Surber,3,,Sphaeriidae,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,sm,Surber,3,,Sphaeriidae,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,lg,Surber,5,,Tipula,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,sm,Surber,5,,Tipula,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,lg,Surber,3,,Tipula,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,sm,Surber,3,,Tipula,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,lg,Surber,5,,Turbellaria,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,sm,Surber,5,,Turbellaria,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,lg,Surber,3,,Turbellaria,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,sm,Surber,3,,Turbellaria,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,lg,Surber,5,,Baetidae,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,sm,Surber,5,,Baetidae,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,lg,Surber,3,,Baetidae,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,lg,Surber,5,,Chloroperlidae,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,sm,Surber,5,,Chloroperlidae,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,lg,Surber,3,,Chloroperlidae,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,sm,Surber,3,,Chloroperlidae,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,lg,Surber,5,,Empididae,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,sm,Surber,5,,Empididae,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,lg,Surber,3,,Empididae,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,sm,Surber,3,,Empididae,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,lg,Surber,5,,Perlodidae,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,lg,Surber,3,,Perlodidae,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,sm,Surber,3,,Perlodidae,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,lg,Surber,5,,Trichoptera,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,sm,Surber,5,,Trichoptera,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,lg,Surber,3,,Trichoptera,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,sm,Surber,3,,Trichoptera,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,lg,Surber,5,,Zapada,0,0,0,larval
Middle Teton,MT,Glacier,lower,2015,8-Aug-15,GRTE,sm,Surber,5,,Zapada,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,lg,Surber,3,,Zapada,0,0,0,larval
Middle Teton,MT,Glacier,upper,2015,8-Aug-15,GRTE,sm,Surber,3,,Zapada,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Oligochaeta,1.89,3,6,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Acari,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Staphylinidae,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Collembola,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Ostracoda,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Probezzia,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Non-Tanypodinae,129.4,884,1903,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Chironomidae,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Dixella,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Clinocera,0.03,3,6,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Oreogeton,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Helodon,6.58,16,34,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Prosimulium,1.35,2,4,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Simuliidae,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Dicranota,1.81,1,2,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Ormosia,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Paradelphomyia,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Tipula,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Baetis,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Drunella ,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Cinygmula,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Epeorus,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Rhithrogena,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Macroveliidae,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Pentacora,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Nematoda,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Alloperla,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Suwallia,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Sweltsa,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Lednia,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Zapada,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Megarcys,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Megarcys2,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Allomyia,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Homophylax,15.98,1,2,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Psychoglypha,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Rhyacophila ,3.7,1,2,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Trichoptera,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,lg,surber,5,,Turbellaria,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Oligochaeta,56.4,12,207,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Acari,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Staphylinidae,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Collembola,130.51,7,121,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Ostracoda,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Probezzia,0,0,0,larval
