Year,Date,Range,Sampler,Stream,Rep,Fraction,Subsample,Taxa,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,MeanLength(mm),IndBiomass(mg/ind),Subsample,MeanLength_mm,Abundance ,Density,Biomass_mg_m2,Stage,Notes,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20
2023,6-14 Aug 2023,Teton Range,Surber,Delta Lake Inlet,3,Large,1,Zapada,4,4.5,,,,,,,,,,,,,,,,,,,,,,4.3,2,22,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Delta Lake Inlet,3,Large,1,Lednia,5.5,,,,,,,,,,,,,,,,,,,,,,,5.5,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Skillet Glacier,3,Large,1,Non-Tanypodinae,3,3,6,4.5,2,5,5,3,3.5,2.5,6,4.5,4,5,2,1.5,6,5,4.5,4.5,,,,4,120,1292,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Skillet Glacier,3,Large,1,Dicranota,6,,,,,,,,,,,,,,,,,,,,,,,6,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Skillet Glacier,3,Small,1,Non-Tanypodinae,3.5,2,1,4,3,2,1.5,4,2,2,2,1,1.5,1.5,2.5,1.5,1,2.5,2.5,2,,,,2.2,575,6189,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Skillet Glacier,3,Small,1,Rhyacophila blarina,3.5,,,,,,,,,,,,,,,,,,,,,,,3.5,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Skillet Glacier,3,Small,1,Staphylinidae,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,1,11,,adult,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Skillet Glacier,3,Small,1,Acari,1,,,,,,,,,,,,,,,,,,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Skillet Glacier,3,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,2,22,,pupae,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Skillet Glacier,3,Small,1,Rhyacophila Coloradensis Group,3.5,,,,,,,,,,,,,,,,,,,,,,,3.5,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Skillet Glacier,2,Small,1,Non-Tanypodinae,3,2,1.5,3,1,1.5,3,2.5,2,5,3,2.5,3.5,1,2,4,2.5,1.5,3.5,2,,,,2.5,278,2992,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Skillet Glacier,2,Small,1,Rhyacophila blarina,2.5,,,,,,,,,,,,,,,,,,,,,,,2.5,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Skillet Glacier,2,Small,1,Collembola,1,,,,,,,,,,,,,,,,,,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Skillet Glacier,2,Large,1,Non-Tanypodinae,5,3,4.5,3,1.5,1.5,4,,,,,,,,,,,,,,,,,3.2,7,75,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Skillet Glacier,1,Small,1,Non-Tanypodinae,1.5,2.5,3,1.5,3,3,2,2.5,5,1.5,1.5,1.5,3,1,1.5,2,2,2,2,2.5,,,,2.2,446,4801,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Skillet Glacier,1,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,2,22,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Skillet Glacier,1,Small,1,Zapada,3.5,,,,,,,,,,,,,,,,,,,,,,,3.5,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Skillet Glacier,1,Small,1,Rhyacophila blarina,3,,,,,,,,,,,,,,,,,,,,,,,3,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Skillet Glacier,1,Large,1,Non-Tanypodinae,3.5,3.5,3.5,4,3,6,4,3,3,1.5,2.5,2.5,3,5.5,2.5,2,2,2,2.5,4,,,,3.2,132,1421,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Skillet Glacier,1,Large,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,1,11,,pupae,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Skillet Glacier,1,Large,1,Prosimuliium,5,,,,,,,,,,,,,,,,,,,,,,,5,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Skillet Glacier,1,Large,1,Rhyacophila Hyalinata Group,4,5,,,,,,,,,,,,,,,,,,,,,,4.5,2,22,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,South Cascade RG,1,Small,1,Non-Tanypodinae,3,4,4,2.5,2.5,3,5,6.5,2,3,3.5,1,2,5.5,4,4,3,1.5,3,2,,,,3.3,64,689,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,South Cascade RG,1,Large,1,Non-Tanypodinae,4.5,6.5,7,6,6,6,2.5,5,5,5.5,,,,,,,,,,,,,,5.4,10,108,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,South Cascade RG,1,Large,1,Simuliidae,4,,,,,,,,,,,,,,,,,,,,,,,4,1,11,,,poor specimen,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,South Cascade RG,1,Large,1,Zapada,7,,,,,,,,,,,,,,,,,,,,,,,7,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,South Cascade RG,2,Small,1,Non-Tanypodinae,1.5,2.5,1.5,1,3.5,1,1,6,1,1.5,3,3,3.5,1.5,1.5,2,2,1,4.5,1,,,,2.2,124,1335,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,South Cascade RG,2,Small,1,Collembola,1.5,1,,,,,,,,,,,,,,,,,,,,,,1.3,2,22,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,South Cascade RG,2,Small,1,Simuliidae,1,1,,,,,,,,,,,,,,,,,,,,,,1,2,22,,early instar,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,South Cascade RG,2,Small,1,Zapada,2,,,,,,,,,,,,,,,,,,,,,,,2,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,South Cascade RG,2,Large,1,Non-Tanypodinae,6,5,2,2,1.5,1.5,1.5,4,6,1,,,,,,,,,,,,,,3.1,10,108,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,South Cascade RG,3,Small,1,Non-Tanypodinae,5,4,5,2,1.5,2.5,3,3,5,2.5,2.5,3,3,2.5,3,2,2,4,3.5,3,,,,3.1,46,495,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,South Cascade RG,3,Large,1,Non-Tanypodinae,14,5,5.5,6,2,5,6.5,,,,,,,,,,,,,,,,,6.3,7,75,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Cloudveil Dome,3,Small,1,Non-Tanypodinae,2.5,2.5,3,3,1,2.5,2.5,3,4.5,3,3.5,3,2.5,2,1.5,1.5,4,1.5,3.5,1,,,,2.6,337,3628,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Cloudveil Dome,3,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,2,22,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Cloudveil Dome,3,Small,1,Oligochaeta,3,1.5,1.5,,,,,,,,,,,,,,,,,,,,,2,3,32,,,,0.25,0.25,0.25,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Cloudveil Dome,3,Small,1,Prosimuliium,4,,,,,,,,,,,,,,,,,,,,,,,4,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Cloudveil Dome,3,Small,1,Lednia,5,4.5,5,4,5,,,,,,,,,,,,,,,,,,,4.7,5,54,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Cloudveil Dome,3,Large,1,Non-Tanypodinae,4.5,2,3,6,4,3,2,5,5,3,6,6.5,1.5,4,3,5,3,5.5,5.5,4,,,,4.1,291,3132,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Cloudveil Dome,3,Large,1,Dicranota,7,9,,,,,,,,,,,,,,,,,,,,,,8,2,22,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Cloudveil Dome,3,Large,1,Epeorus,4,,,,,,,,,,,,,,,,,,,,,,,4,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Cloudveil Dome,3,Large,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,1,11,,pupae,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Cloudveil Dome,3,Large,1,Lednia,5.5,5.5,5,5.5,5,5,5,4.5,5,5,4.5,5,5,5,5,,,,,,,,,5,15,161,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Cloudveil Dome,2,Small,1,Non-Tanypodinae,3.5,1,1.5,1.5,1.5,3.5,3,5,4,1.5,2.5,4,4,1.5,5,2,3,1.5,2,1.5,,,,2.7,210,2260,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Cloudveil Dome,2,Small,1,Oligochaeta,5,4,2,2,1.5,,,,,,,,,,,,,,,,,,,2.9,5,54,,,,0.25,0.25,0.25,0.25,0.25,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Cloudveil Dome,2,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,2,22,,pupae,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Cloudveil Dome,2,Small,1,Lednia,5,4,5,5,4,4,5,,,,,,,,,,,,,,,,,4.6,,0,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Cloudveil Dome,2,Large,1,Non-Tanypodinae,3,3,7,6,2.5,5,4,4.5,2,1,5.5,6.5,2,1.5,5.5,4,3,2,5.5,6,,,,4,53,571,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Cloudveil Dome,2,Large,1,Dicranota,10,,,,,,,,,,,,,,,,,,,,,,,10,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Cloudveil Dome,2,Large,1,Lednia,5,5,4.5,5.5,5,5,5,5,4,,,,,,,,,,,,,,,4.9,10,108,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Cloudveil Dome,2,Large,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,1,11,,pupae,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Cloudveil Dome,1,Small,1,Non-Tanypodinae,2.5,2.5,3,2.5,3,3.5,3,2,2.5,3,3.5,2,3,3,2,2,2,4,3,1.5,,,,2.7,166,1787,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Cloudveil Dome,1,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,9,97,,pupae,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Cloudveil Dome,1,Small,1,Prosimuliium,4,,,,,,,,,,,,,,,,,,,,,,,4,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Cloudveil Dome,1,Small,1,Plecoptera,1.5,1,,,,,,,,,,,,,,,,,,,,,,1.3,2,22,,early instar,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Cloudveil Dome,1,Small,1,Helodon,4,,,,,,,,,,,,,,,,,,,,,,,4,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Cloudveil Dome,1,Small,1,Lednia,5,5.5,4.5,2.5,4,4,4,4.5,5,4,4,4,4,5,4.5,5,4,4,4,4,,,,4.3,20,215,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Cloudveil Dome,1,Large,1,Non-Tanypodinae,5,5,6.5,1.5,3,4,3,3,2.5,5,3.5,5.5,6,2.5,2,5,4.5,,,,,,,4,17,183,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,Cloudveil Dome,1,Large,1,Lednia,4,6,6,4,5,5.5,,,,,,,,,,,,,,,,,,5.1,6,65,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,3,Small,1,Non-Tanypodinae,4,2,2,2,5,2.5,3,2,2,2,2.5,3,7,5,2.5,2,2.5,3,3,1.5,,,,2.9,697,7503,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,3,Small,1,Clinocera,4.5,4,2.5,2.5,3,,,,,,,,,,,,,,,,,,,3.3,5,54,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,3,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,24,258,,pupae,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,3,Small,1,Heterocloeon,4,3,5,4,3.5,2.5,4,2.5,,,,,,,,,,,,,,,,3.6,8,86,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,3,Small,1,Simuliidae,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,1,11,,pupae,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,3,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,1,11,,adult,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,3,Small,1,Baetis,2,,,,,,,,,,,,,,,,,,,,,,,2,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,3,Small,1,Allomyia,2,,,,,,,,,,,,,,,,,,,,,,,2,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,3,Small,1,Acari,1,,,,,,,,,,,,,,,,,,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,3,Small,1,Prosimuliium,4,,,,,,,,,,,,,,,,,,,,,,,4,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,3,Small,1,Collembola,1.5,,,,,,,,,,,,,,,,,,,,,,,1.5,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,3,Small,1,Plecoptera,3.5,1.5,,,,,,,,,,,,,,,,,,,,,,2.5,2,22,,early instar,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,3,Small,1,Zapada,3.5,2.5,2.5,3,2,2.5,3,1.5,5,4,3,2,4,3.5,2.5,4,4,2,4,2.5,,,,3.1,37,398,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,3,Small,1,Lednia,5,4.5,4,3.5,4,,,,,,,,,,,,,,,,,,,4.2,5,54,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,3,Large,1,Non-Tanypodinae,10,3.5,9.5,7,8,2.5,8,7.5,8,9,5,5,7,3,8,3,4,9,7,9,,,,6.7,201,2164,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,3,Large,1,Clinocera,5,6,5,4,,,,,,,,,,,,,,,,,,,,5,4,43,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,3,Large,1,Acari,1,,,,,,,,,,,,,,,,,,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,3,Large,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,9,97,,pupae,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,3,Large,1,Plecoptera,4,,,,,,,,,,,,,,,,,,,,,,,4,1,11,,early instar,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,3,Large,1,Heterocloeon,3.5,4.5,4,5,3,,,,,,,,,,,,,,,,,,,4,5,54,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,3,Large,1,Prosimuliium,4,,,,,,,,,,,,,,,,,,,,,,,4,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,3,Large,1,Sweltsa,6,,,,,,,,,,,,,,,,,,,,,,,6,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,3,Large,1,Megarcys,6,6,6.5,5.5,6.5,5,7,4.5,6.5,7,5,4,,,,,,,,,,,,5.8,12,129,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,3,Large,1,Rhyacophila Hyalinata Group,7.5,8,,,,,,,,,,,,,,,,,,,,,,7.8,2,22,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,3,Large,1,Simuliidae,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,2,22,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,3,Large,1,Rhyacophila Alberta Group,14,,,,,,,,,,,,,,,,,,,,,,,14,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,3,Large,1,Rhyacophila Verrula Group,13,,,,,,,,,,,,,,,,,,,,,,,13,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,3,Large,1,Zapada,7,4,7,6.5,5,6,7,6.5,7,7.5,6.5,6,7,5,7,7,7,4,7,7,,,,6.4,58,624,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,3,Large,1,Lednia,5,5,5.5,5.5,5,5,4.5,5.5,5,5,5,4.5,5,5,4,5,4,,,,,,,4.9,17,183,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,2,Small,1,Non-Tanypodinae,1.5,3.5,2,4.5,2.5,3,2.5,3,2,2,1.5,5,2.5,2.5,1.5,3.5,3,8,3.5,1.5,,,,3,358,3854,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,2,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,21,226,,pupae,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,2,Small,1,Heterocloeon,3,3.5,2.5,5.5,3,3,2.5,4.5,2.5,,,,,,,,,,,,,,,3.3,9,97,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,2,Small,1,Clinocera,5.5,2,3,4,,,,,,,,,,,,,,,,,,,,3.6,4,43,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,2,Small,1,Acari,1,,,,,,,,,,,,,,,,,,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,2,Small,1,Baetis,5,4,,,,,,,,,,,,,,,,,,,,,,4.5,2,22,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,2,Small,1,Simuliidae,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,3,32,,pupae,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,2,Small,1,Megarcys,5.5,,,,,,,,,,,,,,,,,,,,,,,5.5,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,2,Small,1,Prosimuliium,4,5.5,,,,,,,,,,,,,,,,,,,,,,4.8,2,22,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,2,Small,1,Plecoptera,3,4,,,,,,,,,,,,,,,,,,,,,,3.5,2,22,,early instar,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,2,Small,1,Zapada,2,3.5,3,2.5,2,3,3,2,3,2.5,3,2,2.5,2.5,2,4.4,2,2.5,4,1.5,,,,2.6,60,646,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,2,Small,1,Lednia,4,5.5,5,5,5,5,5,5,4.5,4,4,5,5,6,4.5,5,5.5,5.5,4.5,5,,,,4.9,30,323,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,2,Large,1,Non-Tanypodinae,8,10,9.5,7,6,7,7,9,7,7.5,9,4,7.5,9,8.5,9,8,6,9.5,7,,,,7.8,60,646,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,2,Large,1,Megarcys,6.5,5,6.5,6.5,6.5,6,5.5,6,5,6.5,6,,,,,,,,,,,,,6,11,118,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,2,Large,1,Zapada,7,6,6.5,3,6,7,5.5,6.5,7,7,6.5,7,6,6.5,7,6,8,7,7,6,,,,6.4,46,495,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,2,Large,1,Lednia,5.5,5.5,5,5,5.5,6,5,5.5,5,6,5.5,5.5,5.5,5.5,5.5,5.5,6,5.5,5.5,4.5,,,,5.4,72,775,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,2,Large,1,Allomyia,4,,,,,,,,,,,,,,,,,,,,,,,4,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,2,Large,1,Prosimuliium,5,,,,,,,,,,,,,,,,,,,,,,,5,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,2,Large,1,Heterocloeon,4.5,5,5,,,,,,,,,,,,,,,,,,,,,4.8,3,32,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,2,Large,1,Simuliidae,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,10,108,,pupae,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,2,Large,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,3,32,,pupae,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,2,Large,1,Baetis,6,5,,,,,,,,,,,,,,,,,,,,,,5.5,2,22,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,2,Large,1,Rhyacophila Hyalinata Group,8,,,,,,,,,,,,,,,,,,,,,,,8,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,1,Small,1,Non-Tanypodinae,3,3,2,3,3,9,3,2.5,6,2,3.5,4,5,2,3,2,1.5,6,2.5,3,,,,3.5,509,5479,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,1,Small,1,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,21,226,,pupae,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,1,Small,1,Heterocloeon,2,2.5,2.5,3,4,3,3.5,3,4,3,,,,,,,,,,,,,,3.1,10,108,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,1,Small,1,Oligochaeta,4,,,,,,,,,,,,,,,,,,,,,,,4,1,11,,,,0.25,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,1,Small,1,Prosimuliium,4,4,4.5,,,,,,,,,,,,,,,,,,,,,4.2,3,32,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,1,Small,1,Clinocera,3,,,,,,,,,,,,,,,,,,,,,,,3,1,11,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,1,Small,1,Zapada,2.5,3.5,3,4.5,3,3.5,1.5,3.5,3.5,2,2.5,4,3,3,3,4,3.5,2,2.5,1.5,,,,3,20,215,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,1,Small,1,Lednia,4,4,4,5.5,,,,,,,,,,,,,,,,,,,,4.4,4,43,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,1,Small,1,Non-Tanypodinae,4,8,8,8,5,2,8,3,8,10,7,5,1.5,4.5,7,9,5,9,4,4,,,,6,261,2809,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,1,Small,1,Megarcys,18,6,5,4,6,5,,,,,,,,,,,,,,,,,,7.3,6,65,,,,,,,,,,,,,,,,,,,,,,,
2023,6-14 Aug 2023,Teton Range,Surber,The Gusher,1,Small,1,Prosimuliium,6,5,5,5.5,6,5.5,5.5,,,,,,,,,,,,,,,,,5.5,7,75,,,,,,,,,,,,,,,,,,,,,,,
